"PathwayID"	"Pathway"	"N.Selected"	"N.In.Category"	"p.value"	"p.adj"
"442533"	"Mus musculus: Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes"	6	45	0.00302163012912998	0.0120984637186113
"4811069"	"Mus musculus: Activation of Chaperone Genes by XBP1(S)"	6	45	0.00302163012912998	0.0120984637186113
"4809930"	"Mus musculus: Ethanol oxidation"	3	8	0.00310796856280539	0.0122504753078672
"4810359"	"Mus musculus: ChREBP activates metabolic gene expression"	3	8	0.00310796856280539	0.0122504753078672
"4810409"	"Mus musculus: Adenylate cyclase activating pathway"	3	8	0.00310796856280539	0.0122504753078672
"4810848"	"Mus musculus: Regulation of cytoskeletal remodeling and cell spreading by IPP complex components"	3	8	0.00310796856280539	0.0122504753078672
"4810836"	"Mus musculus: Sphingolipid de novo biosynthesis"	5	31	0.00321649959489287	0.0126291243783972
"4810738"	"Mus musculus: Activation of Chaperones by IRE1alpha"	6	46	0.00333561283220563	0.0128987458594173
"4810959"	"Mus musculus: Retinoid metabolism and transport"	6	46	0.00333561283220563	0.0128987458594173
"4811051"	"Mus musculus: Chondroitin sulfate/dermatan sulfate metabolism"	6	46	0.00333561283220563	0.0128987458594173
"4810141"	"Mus musculus: Signaling by ERBB4"	12	158	0.00333610208802304	0.0128987458594173
"4907122"	"Gallus gallus: ER-Phagosome pathway"	5	32	0.00363396863192237	0.013996997049952
"4811022"	"Mus musculus: Degradation of the extracellular matrix"	10	119	0.00366071528982405	0.0140466082901203
"4809942"	"Mus musculus: Post-Elongation Processing of the Transcript"	6	48	0.00403555837152519	0.015167209521739
"4809943"	"Mus musculus: Cleavage of Growing Transcript in the Termination Region "	6	48	0.00403555837152519	0.015167209521739
"4809944"	"Mus musculus: RNA Polymerase II Transcription Termination"	6	48	0.00403555837152519	0.015167209521739
"4810622"	"Mus musculus: COPII (Coat Protein 2) Mediated Vesicle Transport"	3	9	0.00405756542980383	0.015167209521739
"4810623"	"Mus musculus: ER to Golgi Transport"	3	9	0.00405756542980383	0.015167209521739
"4810697"	"Mus musculus: Role of DCC in regulating apoptosis"	3	9	0.00405756542980383	0.015167209521739
"4810718"	"Mus musculus: Role of Abl in Robo-Slit signaling"	3	9	0.00405756542980383	0.015167209521739
"4810052"	"Mus musculus: Transport of Mature Transcript to Cytoplasm"	5	33	0.00408888471724396	0.0151723084929235
"4811078"	"Mus musculus: NOTCH1 Intracellular Domain Regulates Transcription"	5	33	0.00408888471724396	0.0151723084929235
"4810159"	"Mus musculus: TRIF-mediated TLR3/TLR4 signaling "	8	83	0.00420644962046135	0.0154388893678527
"4810160"	"Mus musculus: MyD88-independent cascade "	8	83	0.00420644962046135	0.0154388893678527
"4810161"	"Mus musculus: Toll Like Receptor 3 (TLR3) Cascade"	8	83	0.00420644962046135	0.0154388893678527
"4809853"	"Mus musculus: Oncogene Induced Senescence"	4	20	0.00425033741561665	0.0155436527148725
"4809962"	"Mus musculus: RNA Polymerase I Promoter Opening"	2	2	0.00458241315003006	0.0166977860466923
"4810977"	"Mus musculus: Signaling by constitutively active EGFR"	4	21	0.00494840596497204	0.017902625866131
"4811061"	"Mus musculus: HS-GAG degradation"	4	21	0.00494840596497204	0.017902625866131
"4906223"	"Gallus gallus: Immune System"	5	35	0.00511817405152984	0.0182305780638316
"4906228"	"Gallus gallus: Adaptive Immune System"	5	35	0.00511817405152984	0.0182305780638316
"4907101"	"Gallus gallus: Class I MHC mediated antigen processing & presentation"	5	35	0.00511817405152984	0.0182305780638316
"4907123"	"Gallus gallus: Antigen processing-Cross presentation"	5	35	0.00511817405152984	0.0182305780638316
"4810556"	"Mus musculus: VEGF ligand-receptor interactions"	3	10	0.00516503050771932	0.0182305780638316
"4810557"	"Mus musculus: Signaling by VEGF"	3	10	0.00516503050771932	0.0182305780638316
"4810855"	"Mus musculus: Type I hemidesmosome assembly"	3	10	0.00516503050771932	0.0182305780638316
"4810068"	"Mus musculus: Triglyceride Biosynthesis"	5	36	0.00569606578122619	0.0199657945895575
"4810624"	"Mus musculus: Transport to the Golgi and subsequent modification"	5	36	0.00569606578122619	0.0199657945895575
"4811130"	"Mus musculus: Scavenging by Class A Receptors"	4	22	0.00571936210830938	0.0199783235024738
"4810152"	"Mus musculus: Activated TLR4 signalling"	8	88	0.00580807974838116	0.020218504416186
"4810136"	"Mus musculus: Signaling by Interleukins"	9	108	0.00597839064348358	0.0207401017871537
"4809986"	"Mus musculus: Visual phototransduction"	8	89	0.00617750905986543	0.021357736101173
"4810739"	"Mus musculus: Transcriptional Regulation of White Adipocyte Differentiation"	6	53	0.00625467054580242	0.0215509566765233
"4809988"	"Mus musculus: Diseases associated with visual transduction"	8	90	0.00656449008260484	0.0224720822634436
"4810095"	"Mus musculus: Synthesis of Prostaglandins (PG) and Thromboxanes (TX)"	4	23	0.00656637349455016	0.0224720822634436
"4810338"	"Mus musculus: Signaling by Wnt"	8	91	0.00696953504345154	0.0237715117812
"4810885"	"Mus musculus: Destabilization of mRNA by AUF1 (hnRNP D0)"	6	55	0.00735225938627073	0.0249927475110478
"4809852"	"Mus musculus: Oxidative Stress Induced Senescence"	8	92	0.00739315779050729	0.0250477218788759
"4810859"	"Mus musculus: Metal ion SLC transporters"	4	24	0.00749246867364386	0.0251397279114153
"186666"	"Mus musculus: FOXO1-mediated regulation of Pdx1 expression"	2	3	0.00749476587289974	0.0251397279114153
"4810262"	"Mus musculus: FMO oxidizes nucleophiles"	2	3	0.00749476587289974	0.0251397279114153
"4809875"	"Mus musculus: The citric acid (TCA) cycle and respiratory electron transport"	11	155	0.00768377819286692	0.0255853047164541
"4809940"	"Mus musculus: mRNA 3'-end processing"	5	39	0.00770337407553654	0.0255853047164541
"4809941"	"Mus musculus: Post-Elongation Processing of Intron-Containing pre-mRNA"	5	39	0.00770337407553654	0.0255853047164541
"4810153"	"Mus musculus: Toll Like Receptor 4 (TLR4) Cascade"	8	93	0.00783587334853494	0.0257475413213433
"4810346"	"Mus musculus: Respiratory electron transport"	8	93	0.00783587334853494	0.0257475413213433
"4810643"	"Mus musculus: Potassium Channels"	8	93	0.00783587334853494	0.0257475413213433
"4811068"	"Mus musculus: Trafficking and processing of endosomal TLR"	3	12	0.00787930682094414	0.0257475413213433
"4811089"	"Mus musculus: Pre-NOTCH Processing in Golgi"	3	12	0.00787930682094414	0.0257475413213433
"4810354"	"Mus musculus: G alpha (s) signalling events"	8	94	0.00829819747162488	0.027029176973492
"4810428"	"Mus musculus: Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer"	5	40	0.00846925836588061	0.0273366275428229
"4811162"	"Mus musculus: Nuclear Envelope Breakdown"	5	40	0.00846925836588061	0.0273366275428229
"4810337"	"Mus musculus: WNT ligand biogenesis and trafficking"	4	25	0.00850053077590248	0.0273366275428229
"4811158"	"Mus musculus: Syndecan interactions"	4	25	0.00850053077590248	0.0273366275428229
"4810789"	"Mus musculus: Regulation of actin dynamics for phagocytic cup formation"	6	58	0.00924978012566914	0.0293967361039284
"4811126"	"Mus musculus: Mitotic Prophase"	6	58	0.00924978012566914	0.0293967361039284
"4810171"	"Mus musculus: L1CAM interactions"	8	96	0.00928373537823539	0.0293967361039284
"4810406"	"Mus musculus: Activation of GABAB receptors"	5	41	0.00928623450469605	0.0293967361039284
"4810407"	"Mus musculus: GABA B receptor activation"	5	41	0.00928623450469605	0.0293967361039284
"4810922"	"Mus musculus: Factors involved in megakaryocyte development and platelet production"	10	138	0.00944362792703454	0.0294527697533275
"4809816"	"Mus musculus: Association of licensing factors with the pre-replicative complex"	3	13	0.00949665194435034	0.0294527697533275
"4810528"	"Mus musculus: Endogenous sterols"	3	13	0.00949665194435034	0.0294527697533275
"4810572"	"Mus musculus: CD28 dependent PI3K/Akt signaling"	3	13	0.00949665194435034	0.0294527697533275
"4811113"	"Mus musculus: Hyaluronan metabolism"	3	13	0.00949665194435034	0.0294527697533275
"4810433"	"Mus musculus: Downregulation of SMAD2/3:SMAD4 transcriptional activity"	4	26	0.00959329223398835	0.0294527697533275
"4810522"	"Mus musculus: snRNP Assembly"	4	26	0.00959329223398835	0.0294527697533275
"4810523"	"Mus musculus: Metabolism of non-coding RNA"	4	26	0.00959329223398835	0.0294527697533275
"4810730"	"Mus musculus: Centrosome maturation"	7	77	0.00959468313780658	0.0294527697533275
"4810732"	"Mus musculus: Recruitment of mitotic centrosome proteins and complexes"	7	77	0.00959468313780658	0.0294527697533275
"4810655"	"Mus musculus: Regulation of Apoptosis"	6	59	0.0099533604816845	0.0304614929545208
"4810390"	"Mus musculus: Cytosolic sensors of pathogen-associated DNA "	6	60	0.0106941531029853	0.0326019831534032
"4810814"	"Mus musculus: Adherens junctions interactions"	4	27	0.0107733304707242	0.0326019831534032
"4810073"	"Mus musculus: Plasmalogen biosynthesis"	2	4	0.011032763128165	0.0326019831534032
"4810200"	"Mus musculus: Activation of CaMK IV"	2	4	0.011032763128165	0.0326019831534032
"4810261"	"Mus musculus: Activation of BIM and translocation to mitochondria "	2	4	0.011032763128165	0.0326019831534032
"4810562"	"Mus musculus: Neurophilin interactions with VEGF and VEGFR"	2	4	0.011032763128165	0.0326019831534032
"4810784"	"Mus musculus: Activation of AMPA receptors"	2	4	0.011032763128165	0.0326019831534032
"4810858"	"Mus musculus: Proton-coupled monocarboxylate transport"	2	4	0.011032763128165	0.0326019831534032
"4810863"	"Mus musculus: CREB phosphorylation through the activation of Adenylate Cyclase"	2	4	0.011032763128165	0.0326019831534032
"4810998"	"Mus musculus: ATP sensitive Potassium channels"	2	4	0.011032763128165	0.0326019831534032
"4811149"	"Mus musculus: Antagonism of Activin by Follistatin"	2	4	0.011032763128165	0.0326019831534032
"4809843"	"Mus musculus: Cell Cycle Checkpoints"	9	120	0.0110389735652688	0.0326019831534032
"4810205"	"Mus musculus: PKA-mediated phosphorylation of CREB"	3	14	0.0112930531125076	0.0326468905590874
"4810209"	"Mus musculus: PKA activation in glucagon signalling"	3	14	0.0112930531125076	0.0326468905590874
"4810599"	"Mus musculus: Regulation of AMPK activity via LKB1"	3	14	0.0112930531125076	0.0326468905590874
"4810839"	"Mus musculus: Activation of Rac"	3	14	0.0112930531125076	0.0326468905590874
"4810865"	"Mus musculus: CREB phosphorylation through the activation of CaMKII"	3	14	0.0112930531125076	0.0326468905590874
"4810132"	"Mus musculus: NCAM signaling for neurite out-growth"	6	61	0.0114731421905579	0.0326468905590874
"4810296"	"Mus musculus: Signaling by NOTCH1"	6	61	0.0114731421905579	0.0326468905590874
"4810298"	"Mus musculus: Signaling by NOTCH1 PEST Domain Mutants in Cancer"	6	61	0.0114731421905579	0.0326468905590874
"4810299"	"Mus musculus: Signaling by NOTCH1 in Cancer"	6	61	0.0114731421905579	0.0326468905590874
"4810300"	"Mus musculus: FBXW7 Mutants and NOTCH1 in Cancer"	6	61	0.0114731421905579	0.0326468905590874
"4810301"	"Mus musculus: Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	6	61	0.0114731421905579	0.0326468905590874
"4810302"	"Mus musculus: Signaling by NOTCH1 HD Domain Mutants in Cancer"	6	61	0.0114731421905579	0.0326468905590874
"4810303"	"Mus musculus: Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	6	61	0.0114731421905579	0.0326468905590874
"4810618"	"Mus musculus: MicroRNA (miRNA) Biogenesis"	4	28	0.0120430644802339	0.0340771629007734
"4810660"	"Mus musculus: Laminin interactions"	4	28	0.0120430644802339	0.0340771629007734
"4810158"	"Mus musculus: TRAF6 Mediated Induction of proinflammatory cytokines"	6	62	0.0122912958965438	0.03468268173593
"4810582"	"Mus musculus: Interleukin-3, 5 and GM-CSF signaling"	5	45	0.0130956789806752	0.0367477086078227
"4811027"	"Mus musculus: Assembly of collagen fibrils and other multimeric structures"	5	45	0.0130956789806752	0.0367477086078227
"4809871"	"Mus musculus: Glycogen breakdown (glycogenolysis)"	3	15	0.0132717052968701	0.0368335273033682
"4809883"	"Mus musculus: Glutamate Neurotransmitter Release Cycle"	3	15	0.0132717052968701	0.0368335273033682
"4810258"	"Mus musculus: Activation of BAD and translocation to mitochondria "	3	15	0.0132717052968701	0.0368335273033682
"4810888"	"Mus musculus: Activation of Kainate Receptors upon glutamate binding"	3	15	0.0132717052968701	0.0368335273033682
"4810051"	"Mus musculus: Transport of Mature mRNA derived from an Intron-Containing Transcript"	4	29	0.0134047522340532	0.0371011311833222
"4809825"	"Mus musculus: Mitotic G1-G1/S phases"	9	125	0.0138999593477808	0.0383669177637655
"4809983"	"Mus musculus: RNA Polymerase II Pre-transcription Events"	6	64	0.0140488815184025	0.0386726004840807
"4810202"	"Mus musculus: Post NMDA receptor activation events"	4	30	0.0148604888477747	0.0406856086562048
"4810384"	"Mus musculus: MAPK targets/ Nuclear events mediated by MAP kinases"	4	30	0.0148604888477747	0.0406856086562048
"4810356"	"Mus musculus: Class B/2 (Secretin family receptors)"	6	65	0.0149901576486932	0.0409299991863241
"4809865"	"Mus musculus: Galactose catabolism"	2	5	0.0151588848266074	0.041058690720196
"4809972"	"Mus musculus: Ketone body metabolism"	2	5	0.0151588848266074	0.041058690720196
"4810873"	"Mus musculus: Synthesis of UDP-N-acetyl-glucosamine"	2	5	0.0151588848266074	0.041058690720196
"4809856"	"Mus musculus: Glucose metabolism"	7	85	0.0153257070619925	0.0413643609164122
"4810810"	"Mus musculus: cGMP effects"	3	16	0.0154350724841104	0.0413643609164122
"4810861"	"Mus musculus: Zinc transporters"	3	16	0.0154350724841104	0.0413643609164122
"4811088"	"Mus musculus: Pre-NOTCH Expression and Processing"	3	16	0.0154350724841104	0.0413643609164122
"4809884"	"Mus musculus: Neurotransmitter Release Cycle"	4	31	0.0164122054475224	0.0435224191579587
"4810410"	"Mus musculus: Regulation of Glucokinase by Glucokinase Regulatory Protein"	4	31	0.0164122054475224	0.0435224191579587
"4810619"	"Mus musculus: Regulatory RNA pathways"	4	31	0.0164122054475224	0.0435224191579587
"4810625"	"Mus musculus: Signaling by Robo receptor"	4	31	0.0164122054475224	0.0435224191579587
"4810151"	"Mus musculus: MyD88:Mal cascade initiated on plasma membrane"	6	67	0.0170021304697372	0.0445042846662629
"4810155"	"Mus musculus: Toll Like Receptor TLR1:TLR2 Cascade"	6	67	0.0170021304697372	0.0445042846662629
"4810166"	"Mus musculus: MyD88 cascade initiated on plasma membrane"	6	67	0.0170021304697372	0.0445042846662629
"4810167"	"Mus musculus: Toll Like Receptor 10 (TLR10) Cascade"	6	67	0.0170021304697372	0.0445042846662629
"4810168"	"Mus musculus: Toll Like Receptor 5 (TLR5) Cascade"	6	67	0.0170021304697372	0.0445042846662629
"4810600"	"Mus musculus: Energy dependent regulation of mTOR by LKB1-AMPK"	3	17	0.017784937762215	0.0463139895967194
"4810704"	"Mus musculus: Interaction between L1 and Ankyrins"	3	17	0.017784937762215	0.0463139895967194
"4810046"	"Mus musculus: mRNA Splicing - Minor Pathway"	5	50	0.019181062993023	0.0498215815690571
"4810411"	"Mus musculus: TGF-beta receptor signaling activates SMADs"	4	33	0.0198104808060319	0.0510028175853773
"4810109"	"Mus musculus: Transport of the SLBP Dependant Mature mRNA"	2	6	0.0198372261881921	0.0510028175853773
"4810456"	"Mus musculus: Transport and synthesis of PAPS"	2	6	0.0198372261881921	0.0510028175853773
"4810507"	"Mus musculus: Klotho-mediated ligand binding"	2	6	0.0198372261881921	0.0510028175853773
"4810138"	"Mus musculus: Gastrin-CREB signalling pathway via PKC and MAPK"	11	180	0.0201580112462654	0.0516815732425142
"4810664"	"Mus musculus: Synthesis of PC"	3	18	0.0203224508459868	0.0516815732425142
"4810849"	"Mus musculus: Cell-extracellular matrix interactions"	3	18	0.0203224508459868	0.0516815732425142
"4810156"	"Mus musculus: Toll Like Receptor 2 (TLR2) Cascade"	6	70	0.0203563156206941	0.0516815732425142
"4810157"	"Mus musculus: Toll Like Receptor TLR6:TLR2 Cascade"	6	70	0.0203563156206941	0.0516815732425142
"4810213"	"Mus musculus: Aquaporin-mediated transport"	5	51	0.0205871948573512	0.0520070533428848
"4811053"	"Mus musculus: Collagen biosynthesis and modifying enzymes"	5	51	0.0205871948573512	0.0520070533428848
"4810602"	"Mus musculus: Apoptotic cleavage of cellular proteins"	4	34	0.0216600803458893	0.0545812472397658
"4810162"	"Mus musculus: TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	6	72	0.0228258651122936	0.0573761820316463
"4810039"	"Mus musculus: SHC-related events triggered by IGF1R"	3	19	0.0230481731553261	0.057648887423075
"4810396"	"Mus musculus: IKK complex recruitment mediated by RIP1"	3	19	0.0230481731553261	0.057648887423075
"4810357"	"Mus musculus: GPCR ligand binding"	19	388	0.0233355937400864	0.0582240306864716
"4810022"	"Mus musculus: FCERI mediated Ca+2 mobilization"	4	35	0.023611743197394	0.0584809189705626
"4810210"	"Mus musculus: Glucagon signaling in metabolic regulation"	4	35	0.023611743197394	0.0584809189705626
"4811167"	"Mus musculus: Nuclear Pore Complex (NPC) Disassembly"	4	35	0.023611743197394	0.0584809189705626
"4810163"	"Mus musculus: MyD88 dependent cascade initiated on endosome"	6	73	0.0241328929654494	0.0594808286472025
"4810165"	"Mus musculus: Toll Like Receptor 7/8 (TLR7/8) Cascade"	6	73	0.0241328929654494	0.0594808286472025
"4809866"	"Mus musculus: Pentose phosphate pathway (hexose monophosphate shunt)"	2	7	0.0250334365957503	0.0612533122499881
"4810593"	"Mus musculus: AKT phosphorylates targets in the nucleus"	2	7	0.0250334365957503	0.0612533122499881
"4810860"	"Mus musculus: Zinc efflux and compartmentalization by the SLC30 family"	2	7	0.0250334365957503	0.0612533122499881
"4811021"	"Mus musculus: Collagen degradation"	5	54	0.0252030047779859	0.0615196237110836
"4810347"	"Mus musculus: Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	8	117	0.0255046262556465	0.0620531021679665
"4810131"	"Mus musculus: FRS2-mediated cascade"	4	36	0.0256665842136011	0.0620531021679665
"4811003"	"Mus musculus: Voltage gated Potassium channels"	4	36	0.0256665842136011	0.0620531021679665
"508751"	"Mus musculus: Circadian Clock"	4	36	0.0256665842136011	0.0620531021679665
"4810150"	"Mus musculus: MAP kinase activation in TLR cascade"	5	55	0.0268771493360244	0.0645604601879348
"4810408"	"Mus musculus: GABA receptor activation"	5	55	0.0268771493360244	0.0645604601879348
"4810164"	"Mus musculus: Toll Like Receptor 9 (TLR9) Cascade"	6	75	0.0268948807495642	0.0645604601879348
"4810220"	"Mus musculus: Formation of the Early Elongation Complex"	4	37	0.0278255591792633	0.0664794609636644
"4810815"	"Mus musculus: Cell-cell junction organization"	4	37	0.0278255591792633	0.0664794609636644
"4810126"	"Mus musculus: Prolonged ERK activation events"	3	21	0.0290638038607008	0.0684689146764883
"4810144"	"Mus musculus: Signaling by Leptin"	3	21	0.0290638038607008	0.0684689146764883
"4810498"	"Mus musculus: FGFR ligand binding and activation"	3	21	0.0290638038607008	0.0684689146764883
"4810701"	"Mus musculus: Nephrin interactions"	3	21	0.0290638038607008	0.0684689146764883
"4810980"	"Mus musculus: Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha"	3	21	0.0290638038607008	0.0684689146764883
"4811091"	"Mus musculus: Regulation of innate immune responses to cytosolic DNA"	3	21	0.0290638038607008	0.0684689146764883
"4810245"	"Mus musculus: Integrin cell surface interactions"	6	77	0.029858332219324	0.0701774722463463
"4811077"	"Mus musculus: Signaling by FGFR mutants"	4	38	0.0300894671530469	0.0705570144121215
"4810239"	"Mus musculus: G alpha (12/13) signalling events"	5	57	0.0304336181290155	0.0707135254466869
"4810387"	"Mus musculus: RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways"	5	57	0.0304336181290155	0.0707135254466869
"4809818"	"Mus musculus: CDC6 association with the ORC:origin complex"	2	8	0.0307146606086301	0.0707135254466869
"4810237"	"Mus musculus: BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members"	2	8	0.0307146606086301	0.0707135254466869
"4810555"	"Mus musculus: VEGF binds to VEGFR leading to receptor dimerization"	2	8	0.0307146606086301	0.0707135254466869
"4810569"	"Mus musculus: Nicotinate metabolism"	2	8	0.0307146606086301	0.0707135254466869
"4810719"	"Mus musculus: Inactivation of Cdc42 and Rac"	2	8	0.0307146606086301	0.0707135254466869
"4811056"	"Mus musculus: Degradation of cysteine and homocysteine"	2	8	0.0307146606086301	0.0707135254466869
"4809810"	"Mus musculus: DNA Replication Pre-Initiation"	6	78	0.0314170744563638	0.0720033855753315
"4809811"	"Mus musculus: M/G1 Transition"	6	78	0.0314170744563638	0.0720033855753315
"4809814"	"Mus musculus: DNA Replication"	7	100	0.0319430505322844	0.0726670658178491
"4809819"	"Mus musculus: CDT1 association with the CDC6:ORC:origin complex"	5	58	0.0323173426940845	0.0726670658178491
"4809840"	"Mus musculus: p53-Dependent G1 DNA Damage Response"	5	58	0.0323173426940845	0.0726670658178491
"4809841"	"Mus musculus: p53-Dependent G1/S DNA damage checkpoint"	5	58	0.0323173426940845	0.0726670658178491
"4809873"	"Mus musculus: Pyruvate metabolism"	3	22	0.0323522672101184	0.0726670658178491
"4810074"	"Mus musculus: Peroxisomal lipid metabolism"	3	22	0.0323522672101184	0.0726670658178491
"4810432"	"Mus musculus: Lipoprotein metabolism"	3	22	0.0323522672101184	0.0726670658178491
"4810527"	"Mus musculus: Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol"	3	22	0.0323522672101184	0.0726670658178491
"4810780"	"Mus musculus: Nitric oxide stimulates guanylate cyclase"	3	22	0.0323522672101184	0.0726670658178491
"4810353"	"Mus musculus: Lipid digestion, mobilization, and transport"	4	39	0.0324589531377447	0.0727453971870251
"4810107"	"Mus musculus: Processing of Capped Intronless Pre-mRNA"	3	23	0.0358261243973109	0.0794132691782844
"4810108"	"Mus musculus: Post-Elongation Processing of Intronless pre-mRNA"	3	23	0.0358261243973109	0.0794132691782844
"4810573"	"Mus musculus: CD28 co-stimulation"	3	23	0.0358261243973109	0.0794132691782844
"4810587"	"Mus musculus: Nuclear Events (kinase and transcription factor activation)"	3	23	0.0358261243973109	0.0794132691782844
"4810845"	"Mus musculus: Deadenylation of mRNA"	3	23	0.0358261243973109	0.0794132691782844
"4809842"	"Mus musculus: G1/S DNA Damage Checkpoints"	5	60	0.0362987925775288	0.0801041294357942
"4810071"	"Mus musculus: Import of palmitoyl-CoA into the mitochondrial matrix"	2	9	0.0368494810632577	0.0801041294357942
"4810110"	"Mus musculus: Transport of Mature mRNAs Derived from Intronless Transcripts"	2	9	0.0368494810632577	0.0801041294357942
"4810369"	"Mus musculus: S6K1 signalling"	2	9	0.0368494810632577	0.0801041294357942
"4810455"	"Mus musculus: Transport of nucleotide sugars"	2	9	0.0368494810632577	0.0801041294357942
"4810565"	"Mus musculus: Vitamin B5 (pantothenate) metabolism"	2	9	0.0368494810632577	0.0801041294357942
"4810737"	"Mus musculus: PERK regulated gene expression"	2	9	0.0368494810632577	0.0801041294357942
"4810774"	"Mus musculus: Prostanoid ligand receptors"	2	9	0.0368494810632577	0.0801041294357942
"4810827"	"Mus musculus: Sodium/Calcium exchangers"	2	9	0.0368494810632577	0.0801041294357942
"4810694"	"Mus musculus: Peptide ligand-binding receptors"	10	176	0.0388209457031056	0.084209032114017
"210774"	"Mus musculus: Regulation of Beta-Cell Development"	3	24	0.039483593260156	0.0854634187447394
"4809965"	"Mus musculus: RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription"	5	63	0.042813106153504	0.0908515835215245
"4809933"	"Mus musculus: Cytosolic tRNA aminoacylation"	3	25	0.0433225282105375	0.0908515835215245
"4810864"	"Mus musculus: CREB phosphorylation through the activation of Ras"	3	25	0.0433225282105375	0.0908515835215245
"4811175"	"Mus musculus: TRP channels"	3	25	0.0433225282105375	0.0908515835215245
"1368110"	"Mus musculus: Bmal1:Clock/Npas2 Activates Circadian Expression"	2	10	0.0434078641899485	0.0908515835215245
"4810309"	"Mus musculus: NICD traffics to nucleus"	2	10	0.0434078641899485	0.0908515835215245
"4810388"	"Mus musculus: RIP-mediated NFkB activation via ZBP1"	2	10	0.0434078641899485	0.0908515835215245
"4810659"	"Mus musculus: Notch-HLH transcription pathway"	2	10	0.0434078641899485	0.0908515835215245
"4810734"	"Mus musculus: Regulation of Rheb GTPase activity by AMPK"	2	10	0.0434078641899485	0.0908515835215245
"4810821"	"Mus musculus: Calcitonin-like ligand receptors"	2	10	0.0434078641899485	0.0908515835215245
"4810886"	"Mus musculus: Activation of Ca-permeable Kainate Receptor"	2	10	0.0434078641899485	0.0908515835215245
"4810887"	"Mus musculus: Ionotropic activity of Kainate Receptors"	2	10	0.0434078641899485	0.0908515835215245
"4810919"	"Mus musculus: The NLRP3 inflammasome"	2	10	0.0434078641899485	0.0908515835215245
"4810974"	"Mus musculus: Interleukin-6 signaling"	2	10	0.0434078641899485	0.0908515835215245
"4811081"	"Mus musculus: Synthesis of IP2, IP, and Ins in the cytosol"	2	10	0.0434078641899485	0.0908515835215245
"4811114"	"Mus musculus: Hyaluronan uptake and degradation"	2	10	0.0434078641899485	0.0908515835215245
"4809809"	"Mus musculus: Assembly of the pre-replicative complex"	5	64	0.0451305703075811	0.0942624076733602
"4810212"	"Mus musculus: Regulation of Water Balance by Renal Aquaporins"	4	44	0.0459022387055458	0.0956768884953043
"4810526"	"Mus musculus: Synthesis of bile acids and bile salts"	3	26	0.0473404509914569	0.0984720263949606
"4810251"	"Mus musculus: G alpha (q) signalling events"	9	158	0.0477395502787811	0.0990986976073879
"4810050"	"Mus musculus: RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"	4	45	0.0489105145518813	0.10049969825772
"4810069"	"Mus musculus: RNA Polymerase II Promoter Escape"	4	45	0.0489105145518813	0.10049969825772
"4810070"	"Mus musculus: RNA Polymerase II Transcription Initiation And Promoter Clearance"	4	45	0.0489105145518813	0.10049969825772
"4810072"	"Mus musculus: RNA Polymerase II Transcription Initiation"	4	45	0.0489105145518813	0.10049969825772
"4811045"	"Mus musculus: Activation of Matrix Metalloproteinases"	4	45	0.0489105145518813	0.10049969825772
"2586551"	"Mus musculus: Signaling by Leptin"	2	11	0.0503611066776266	0.102031602128871
"4810106"	"Mus musculus: SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs"	2	11	0.0503611066776266	0.102031602128871
"4810323"	"Mus musculus: Gamma-carboxylation, transport, and amino-terminal cleavage of proteins"	2	11	0.0503611066776266	0.102031602128871
"4810383"	"Mus musculus: Activation of the AP-1 family of transcription factors"	2	11	0.0503611066776266	0.102031602128871
"4810584"	"Mus musculus: G-protein beta:gamma signalling"	2	11	0.0503611066776266	0.102031602128871
"4811039"	"Mus musculus: Synthesis of PE"	2	11	0.0503611066776266	0.102031602128871
"4811176"	"Mus musculus: Regulation by c-FLIP"	2	11	0.0503611066776266	0.102031602128871
"4810453"	"Mus musculus: Glutathione conjugation"	3	27	0.0515345797422867	0.103786340514784
"4810981"	"Mus musculus: Regulation of Hypoxia-inducible Factor (HIF) by Oxygen"	3	27	0.0515345797422867	0.103786340514784
"4810982"	"Mus musculus: Cellular response to hypoxia"	3	27	0.0515345797422867	0.103786340514784
"4810218"	"Mus musculus: Formation of RNA Pol II elongation complex "	4	46	0.0520248480798123	0.104358754663069
"4810219"	"Mus musculus: RNA Polymerase II Transcription Elongation"	4	46	0.0520248480798123	0.104358754663069
"4810706"	"Mus musculus: Semaphorin interactions"	5	68	0.0551360607495665	0.109110945248176
"4810843"	"Mus musculus: Deadenylation-dependent mRNA decay"	4	47	0.0552447769129346	0.109110945248176
"4810264"	"Mus musculus: COX reactions"	1	1	0.0555500402402872	0.109110945248176
