"PathwayID"	"Pathway"	"N.Selected"	"N.In.Category"	"p.value"	"p.adj"
"4811153"	"Mus musculus: Regulation of PLK1 Activity at G2/M Transition"	9	80	0.00262547355169909	0.011010385131829
"4810213"	"Mus musculus: Aquaporin-mediated transport"	7	51	0.00283766213599889	0.0118533839617907
"4811079"	"Mus musculus: Synthesis of IP3 and IP4 in the cytosol"	5	26	0.00316816451090414	0.0131820492002717
"4810795"	"Mus musculus: Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	9	83	0.00328947145870377	0.0136333172565809
"4809940"	"Mus musculus: mRNA 3'-end processing"	6	39	0.0033866640097743	0.0138735541095387
"4809941"	"Mus musculus: Post-Elongation Processing of Intron-Containing pre-mRNA"	6	39	0.0033866640097743	0.0138735541095387
"4810944"	"Mus musculus: Negative regulation of FGFR signaling"	6	39	0.0033866640097743	0.0138735541095387
"4810917"	"Mus musculus: Interferon gamma signaling"	8	68	0.00347677599633135	0.014187920508106
"4810702"	"Mus musculus: Neurofascin interactions"	3	7	0.00356798869584254	0.014504352514517
"4810428"	"Mus musculus: Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer"	6	40	0.00378814084349969	0.01534052456089
"4811022"	"Mus musculus: Degradation of the extracellular matrix"	11	119	0.00383339224394034	0.015464749698938
"4810885"	"Mus musculus: Destabilization of mRNA by AUF1 (hnRNP D0)"	7	55	0.00414549929354844	0.016263554623558
"4810660"	"Mus musculus: Laminin interactions"	5	28	0.00419233294842276	0.016263554623558
"4810406"	"Mus musculus: Activation of GABAB receptors"	6	41	0.00422381980993803	0.016263554623558
"4810407"	"Mus musculus: GABA B receptor activation"	6	41	0.00422381980993803	0.016263554623558
"4810699"	"Mus musculus: Netrin-1 signaling"	6	41	0.00422381980993803	0.016263554623558
"4809896"	"Mus musculus: Metabolism of water-soluble vitamins and cofactors"	8	71	0.00441461237661141	0.016263554623558
"4809897"	"Mus musculus: Metabolism of vitamins and cofactors"	8	71	0.00441461237661141	0.016263554623558
"4809898"	"Mus musculus: Defective TCN2 causes hereditary megaloblastic anemia"	8	71	0.00441461237661141	0.016263554623558
"4809899"	"Mus musculus: Defects in cobalamin (B12) metabolism"	8	71	0.00441461237661141	0.016263554623558
"4809900"	"Mus musculus: Defects in vitamin and cofactor metabolism"	8	71	0.00441461237661141	0.016263554623558
"4809902"	"Mus musculus: Defective GIF causes intrinsic factor deficiency"	8	71	0.00441461237661141	0.016263554623558
"4809903"	"Mus musculus: Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF"	8	71	0.00441461237661141	0.016263554623558
"4809904"	"Mus musculus: Defective AMN causes hereditary megaloblastic anemia 1"	8	71	0.00441461237661141	0.016263554623558
"4809905"	"Mus musculus: Defective CUBN causes hereditary megaloblastic anemia 1"	8	71	0.00441461237661141	0.016263554623558
"4809906"	"Mus musculus: Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE"	8	71	0.00441461237661141	0.016263554623558
"4809907"	"Mus musculus: Defective MTR causes methylmalonic aciduria and homocystinuria type cblG"	8	71	0.00441461237661141	0.016263554623558
"4809908"	"Mus musculus: Defective MMAB causes methylmalonic aciduria type cblB"	8	71	0.00441461237661141	0.016263554623558
"4809909"	"Mus musculus: Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD"	8	71	0.00441461237661141	0.016263554623558
"4809910"	"Mus musculus: Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC"	8	71	0.00441461237661141	0.016263554623558
"4809911"	"Mus musculus: Defective MMAA causes methylmalonic aciduria type cblA"	8	71	0.00441461237661141	0.016263554623558
"4809912"	"Mus musculus: Defective MUT causes methylmalonic aciduria mut type"	8	71	0.00441461237661141	0.016263554623558
"4809913"	"Mus musculus: Defective CD320 causes methylmalonic aciduria"	8	71	0.00441461237661141	0.016263554623558
"4809914"	"Mus musculus: Defective BTD causes biotidinase deficiency"	8	71	0.00441461237661141	0.016263554623558
"4809915"	"Mus musculus: Defects in biotin (Btn) metabolism"	8	71	0.00441461237661141	0.016263554623558
"4809916"	"Mus musculus: Defective HLCS causes multiple carboxylase deficiency"	8	71	0.00441461237661141	0.016263554623558
"4810067"	"Mus musculus: Fatty Acyl-CoA Biosynthesis"	4	17	0.00443634807296976	0.0162870771813872
"4809862"	"Mus musculus: Phase II conjugation"	8	72	0.00476686602810468	0.0172161157667312
"4810051"	"Mus musculus: Transport of Mature mRNA derived from an Intron-Containing Transcript"	5	29	0.0047841674294191	0.0172161157667312
"4810307"	"Mus musculus: Signaling by NOTCH2"	5	29	0.0047841674294191	0.0172161157667312
"4810359"	"Mus musculus: ChREBP activates metabolic gene expression"	3	8	0.00478676168820519	0.0172161157667312
"4810719"	"Mus musculus: Inactivation of Cdc42 and Rac"	3	8	0.00478676168820519	0.0172161157667312
"4810848"	"Mus musculus: Regulation of cytoskeletal remodeling and cell spreading by IPP complex components"	3	8	0.00478676168820519	0.0172161157667312
"4809825"	"Mus musculus: Mitotic G1-G1/S phases"	11	125	0.00538368572636638	0.0192643647746551
"4810789"	"Mus musculus: Regulation of actin dynamics for phagocytic cup formation"	7	58	0.00539256959290533	0.0192643647746551
"4810338"	"Mus musculus: Signaling by Wnt"	9	91	0.00571489196369481	0.0203473166895308
"4810212"	"Mus musculus: Regulation of Water Balance by Renal Aquaporins"	6	44	0.00575298384397983	0.0204144343092395
"4810655"	"Mus musculus: Regulation of Apoptosis"	7	59	0.00586491726029334	0.0207422573772374
"4810365"	"Mus musculus: mTOR signalling"	5	31	0.00614139588052127	0.0211121716013389
"4810836"	"Mus musculus: Sphingolipid de novo biosynthesis"	5	31	0.00614139588052127	0.0211121716013389
"4809962"	"Mus musculus: RNA Polymerase I Promoter Opening"	2	2	0.00618804970064684	0.0211121716013389
"4810273"	"Mus musculus: Polyamines are oxidized to amines, aldehydes and H2O2 by PAOs"	2	2	0.00618804970064684	0.0211121716013389
"4810622"	"Mus musculus: COPII (Coat Protein 2) Mediated Vesicle Transport"	3	9	0.0062275203686914	0.0211121716013389
"4810623"	"Mus musculus: ER to Golgi Transport"	3	9	0.0062275203686914	0.0211121716013389
"4810697"	"Mus musculus: Role of DCC in regulating apoptosis"	3	9	0.0062275203686914	0.0211121716013389
"4810718"	"Mus musculus: Role of Abl in Robo-Slit signaling"	3	9	0.0062275203686914	0.0211121716013389
"4810154"	"Mus musculus: Toll-Like Receptors Cascades"	10	110	0.00632589170636596	0.0211121716013389
"4810287"	"Mus musculus: G2/M Transition"	10	110	0.00632589170636596	0.0211121716013389
"4810050"	"Mus musculus: RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"	6	45	0.00634239030867411	0.0211121716013389
"4810069"	"Mus musculus: RNA Polymerase II Promoter Escape"	6	45	0.00634239030867411	0.0211121716013389
"4810070"	"Mus musculus: RNA Polymerase II Transcription Initiation And Promoter Clearance"	6	45	0.00634239030867411	0.0211121716013389
"4810072"	"Mus musculus: RNA Polymerase II Transcription Initiation"	6	45	0.00634239030867411	0.0211121716013389
"4810582"	"Mus musculus: Interleukin-3, 5 and GM-CSF signaling"	6	45	0.00634239030867411	0.0211121716013389
"4811027"	"Mus musculus: Assembly of collagen fibrils and other multimeric structures"	6	45	0.00634239030867411	0.0211121716013389
"4811080"	"Mus musculus: Inositol phosphate metabolism"	6	45	0.00634239030867411	0.0211121716013389
"4810390"	"Mus musculus: Cytosolic sensors of pathogen-associated DNA "	7	60	0.00636747871105416	0.0211121716013389
"4810728"	"Mus musculus: Loss of Nlp from mitotic centrosomes"	7	60	0.00636747871105416	0.0211121716013389
"4810729"	"Mus musculus: Loss of proteins required for interphase microtubule organization from the centrosome"	7	60	0.00636747871105416	0.0211121716013389
"4810132"	"Mus musculus: NCAM signaling for neurite out-growth"	7	61	0.0069013893899994	0.0227141394786096
"4907122"	"Gallus gallus: ER-Phagosome pathway"	5	32	0.006912297231873	0.0227141394786096
"4810354"	"Mus musculus: G alpha (s) signalling events"	9	94	0.00691486055757859	0.0227141394786096
"4810959"	"Mus musculus: Retinoid metabolism and transport"	6	46	0.00697445006568245	0.0228391713570651
"4810288"	"Mus musculus: Mitotic G2-G2/M phases"	10	112	0.00708679128031971	0.0231356478412899
"4809853"	"Mus musculus: Oncogene Induced Senescence"	4	20	0.00728532147889037	0.0237108162242414
"4809810"	"Mus musculus: DNA Replication Pre-Initiation"	8	78	0.00735242165136717	0.0237832907685993
"4809811"	"Mus musculus: M/G1 Transition"	8	78	0.00735242165136717	0.0237832907685993
"4810549"	"Mus musculus: NRAGE signals death through JNK"	6	47	0.00765083555259684	0.0246733632866421
"4810411"	"Mus musculus: TGF-beta receptor signaling activates SMADs"	5	33	0.00774831101160764	0.0249119938888355
"4810556"	"Mus musculus: VEGF ligand-receptor interactions"	3	10	0.0078997291224616	0.0251700078045999
"4810557"	"Mus musculus: Signaling by VEGF"	3	10	0.0078997291224616	0.0251700078045999
"4810974"	"Mus musculus: Interleukin-6 signaling"	3	10	0.0078997291224616	0.0251700078045999
"4810126"	"Mus musculus: Prolonged ERK activation events"	4	21	0.00845092034961966	0.0266857931278169
"4810144"	"Mus musculus: Signaling by Leptin"	4	21	0.00845092034961966	0.0266857931278169
"4810977"	"Mus musculus: Signaling by constitutively active EGFR"	4	21	0.00845092034961966	0.0266857931278169
"4810558"	"Mus musculus: Rho GTPase cycle"	10	117	0.00929905712062552	0.0291902355177032
"4810559"	"Mus musculus: Signaling by Rho GTPases"	10	117	0.00929905712062552	0.0291902355177032
"4906223"	"Gallus gallus: Immune System"	5	35	0.00962607298169031	0.0298633433730217
"4906228"	"Gallus gallus: Adaptive Immune System"	5	35	0.00962607298169031	0.0298633433730217
"4907101"	"Gallus gallus: Class I MHC mediated antigen processing & presentation"	5	35	0.00962607298169031	0.0298633433730217
"4907123"	"Gallus gallus: Antigen processing-Cross presentation"	5	35	0.00962607298169031	0.0298633433730217
"4810074"	"Mus musculus: Peroxisomal lipid metabolism"	4	22	0.00973203720545786	0.0300165449854383
"4810432"	"Mus musculus: Lipoprotein metabolism"	4	22	0.00973203720545786	0.0300165449854383
"2586551"	"Mus musculus: Signaling by Leptin"	3	11	0.00981116140106996	0.0300856712327608
"4811039"	"Mus musculus: Synthesis of PE"	3	11	0.00981116140106996	0.0300856712327608
"4809814"	"Mus musculus: DNA Replication"	9	100	0.00988351689005978	0.0302202058223442
"186666"	"Mus musculus: FOXO1-mediated regulation of Pdx1 expression"	2	3	0.010089103485596	0.0306720309404508
"4810262"	"Mus musculus: FMO oxidizes nucleophiles"	2	3	0.010089103485596	0.0306720309404508
"4809927"	"Mus musculus: Purine metabolism"	5	36	0.010672842888912	0.0322617843451159
"4810068"	"Mus musculus: Triglyceride Biosynthesis"	5	36	0.010672842888912	0.0322617843451159
"4811053"	"Mus musculus: Collagen biosynthesis and modifying enzymes"	6	51	0.0108325122118996	0.0325455191738753
"4809822"	"Mus musculus: S Phase"	10	120	0.0108587311852515	0.0325455191738753
"4809843"	"Mus musculus: Cell Cycle Checkpoints"	10	120	0.0108587311852515	0.0325455191738753
"4810095"	"Mus musculus: Synthesis of Prostaglandins (PG) and Thromboxanes (TX)"	4	23	0.011132773271798	0.033272880116557
"4810547"	"Mus musculus: Cell death signalling via NRAGE, NRIF and NADE"	7	68	0.0116115777254485	0.0346064156368001
"4810815"	"Mus musculus: Cell-cell junction organization"	5	37	0.0117947560010424	0.0350538826809691
"4810661"	"Mus musculus: HDL-mediated lipid transport"	3	12	0.0119680276555299	0.035272437062548
"4811068"	"Mus musculus: Trafficking and processing of endosomal TLR"	3	12	0.0119680276555299	0.035272437062548
"4811089"	"Mus musculus: Pre-NOTCH Processing in Golgi"	3	12	0.0119680276555299	0.035272437062548
"4810441"	"Mus musculus: APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"	7	69	0.0124368474660836	0.036552618175941
"4810859"	"Mus musculus: Metal ion SLC transporters"	4	24	0.012656933559031	0.037096703055613
"4811077"	"Mus musculus: Signaling by FGFR mutants"	5	38	0.0129941186896465	0.0379800549027961
"4811021"	"Mus musculus: Collagen degradation"	6	54	0.0137632954910637	0.0401177376813697
"4810353"	"Mus musculus: Lipid digestion, mobilization, and transport"	5	39	0.0142731458106294	0.0408900178385555
"4809933"	"Mus musculus: Cytosolic tRNA aminoacylation"	4	25	0.0143080215813135	0.0408900178385555
"4810337"	"Mus musculus: WNT ligand biogenesis and trafficking"	4	25	0.0143080215813135	0.0408900178385555
"4811086"	"Mus musculus: A tetrasaccharide linker sequence is required for GAG synthesis"	4	25	0.0143080215813135	0.0408900178385555
"4809968"	"Mus musculus: Purine ribonucleoside monophosphate biosynthesis"	3	13	0.0143750958094074	0.0408900178385555
"4810284"	"Mus musculus: Mitotic Telophase/Cytokinesis"	3	13	0.0143750958094074	0.0408900178385555
"4810528"	"Mus musculus: Endogenous sterols"	3	13	0.0143750958094074	0.0408900178385555
"4810572"	"Mus musculus: CD28 dependent PI3K/Akt signaling"	3	13	0.0143750958094074	0.0408900178385555
"4811113"	"Mus musculus: Hyaluronan metabolism"	3	13	0.0143750958094074	0.0408900178385555
"4809986"	"Mus musculus: Visual phototransduction"	8	89	0.0146523701597875	0.0409077210970695
"4810073"	"Mus musculus: Plasmalogen biosynthesis"	2	4	0.0148054334602024	0.0409077210970695
"4810200"	"Mus musculus: Activation of CaMK IV"	2	4	0.0148054334602024	0.0409077210970695
"4810269"	"Mus musculus: Amine Oxidase reactions"	2	4	0.0148054334602024	0.0409077210970695
"4810274"	"Mus musculus: Interconversion of polyamines"	2	4	0.0148054334602024	0.0409077210970695
"4810562"	"Mus musculus: Neurophilin interactions with VEGF and VEGFR"	2	4	0.0148054334602024	0.0409077210970695
"4810784"	"Mus musculus: Activation of AMPA receptors"	2	4	0.0148054334602024	0.0409077210970695
"4810858"	"Mus musculus: Proton-coupled monocarboxylate transport"	2	4	0.0148054334602024	0.0409077210970695
"4810863"	"Mus musculus: CREB phosphorylation through the activation of Adenylate Cyclase"	2	4	0.0148054334602024	0.0409077210970695
"4810998"	"Mus musculus: ATP sensitive Potassium channels"	2	4	0.0148054334602024	0.0409077210970695
"4811149"	"Mus musculus: Antagonism of Activin by Follistatin"	2	4	0.0148054334602024	0.0409077210970695
"4810408"	"Mus musculus: GABA receptor activation"	6	55	0.0148520851160156	0.0409300319690716
"4810444"	"Mus musculus: Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	7	72	0.0151651711930058	0.0416845767766299
"4809988"	"Mus musculus: Diseases associated with visual transduction"	8	90	0.0155095669993215	0.0425210609464603
"4810433"	"Mus musculus: Downregulation of SMAD2/3:SMAD4 transcriptional activity"	4	26	0.0160892359655041	0.0437709727164098
"4810522"	"Mus musculus: snRNP Assembly"	4	26	0.0160892359655041	0.0437709727164098
"4810523"	"Mus musculus: Metabolism of non-coding RNA"	4	26	0.0160892359655041	0.0437709727164098
"4810597"	"Mus musculus: COPI Mediated Transport"	3	14	0.0170358046525119	0.0457594651552281
"4810598"	"Mus musculus: Golgi to ER Retrograde Transport"	3	14	0.0170358046525119	0.0457594651552281
"4810599"	"Mus musculus: Regulation of AMPK activity via LKB1"	3	14	0.0170358046525119	0.0457594651552281
"4810839"	"Mus musculus: Activation of Rac"	3	14	0.0170358046525119	0.0457594651552281
"4810865"	"Mus musculus: CREB phosphorylation through the activation of CaMKII"	3	14	0.0170358046525119	0.0457594651552281
"4810239"	"Mus musculus: G alpha (12/13) signalling events"	6	57	0.01720608588314	0.0459840229773591
"4810387"	"Mus musculus: RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways"	6	57	0.01720608588314	0.0459840229773591
"4810453"	"Mus musculus: Glutathione conjugation"	4	27	0.018003468773593	0.0478738856360455
"4810814"	"Mus musculus: Adherens junctions interactions"	4	27	0.018003468773593	0.0478738856360455
"4810643"	"Mus musculus: Potassium Channels"	8	93	0.0182983811665111	0.0485364560441708
"4809840"	"Mus musculus: p53-Dependent G1 DNA Damage Response"	6	58	0.0184740289896634	0.0487585690498331
"4809841"	"Mus musculus: p53-Dependent G1/S DNA damage checkpoint"	6	58	0.0184740289896634	0.0487585690498331
"4809874"	"Mus musculus: Pyruvate metabolism and Citric Acid (TCA) cycle"	5	42	0.0186088947677132	0.0489926485075527
"4809871"	"Mus musculus: Glycogen breakdown (glycogenolysis)"	3	15	0.0199523705178825	0.0517220678491575
"4809883"	"Mus musculus: Glutamate Neurotransmitter Release Cycle"	3	15	0.0199523705178825	0.0517220678491575
"4810258"	"Mus musculus: Activation of BAD and translocation to mitochondria "	3	15	0.0199523705178825	0.0517220678491575
"4810888"	"Mus musculus: Activation of Kainate Receptors upon glutamate binding"	3	15	0.0199523705178825	0.0517220678491575
"4810618"	"Mus musculus: MicroRNA (miRNA) Biogenesis"	4	28	0.0200533053740139	0.0517220678491575
"4810912"	"Mus musculus: HS-GAG biosynthesis"	4	28	0.0200533053740139	0.0517220678491575
"4809934"	"Mus musculus: tRNA Aminoacylation"	5	43	0.0202267440708815	0.0517220678491575
"4809820"	"Mus musculus: DNA replication initiation"	2	5	0.0202793404573511	0.0517220678491575
"4809972"	"Mus musculus: Ketone body metabolism"	2	5	0.0202793404573511	0.0517220678491575
"4810231"	"Mus musculus: Formation of apoptosome"	2	5	0.0202793404573511	0.0517220678491575
"4810470"	"Mus musculus: Telomere C-strand synthesis initiation"	2	5	0.0202793404573511	0.0517220678491575
"4810833"	"Mus musculus: Sodium-coupled phosphate cotransporters"	2	5	0.0202793404573511	0.0517220678491575
"4810873"	"Mus musculus: Synthesis of UDP-N-acetyl-glucosamine"	2	5	0.0202793404573511	0.0517220678491575
"4810245"	"Mus musculus: Integrin cell surface interactions"	7	77	0.0206156765801326	0.0522034196933668
"4810730"	"Mus musculus: Centrosome maturation"	7	77	0.0206156765801326	0.0522034196933668
"4810732"	"Mus musculus: Recruitment of mitotic centrosome proteins and complexes"	7	77	0.0206156765801326	0.0522034196933668
"4809842"	"Mus musculus: G1/S DNA Damage Checkpoints"	6	60	0.0211982898578311	0.053550917950378
"4809821"	"Mus musculus: Synthesis of DNA"	8	96	0.0214287062331014	0.0540044116705953
"4810591"	"Mus musculus: Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"	7	78	0.0218500483545041	0.054935785080874
"4809823"	"Mus musculus: Activation of the pre-replicative complex"	4	29	0.0222410257085782	0.0556550195207581
"4810484"	"Mus musculus: EGFR downregulation"	4	29	0.0222410257085782	0.0556550195207581
"4810810"	"Mus musculus: cGMP effects"	3	16	0.0231258875876835	0.0573501442254341
"4810861"	"Mus musculus: Zinc transporters"	3	16	0.0231258875876835	0.0573501442254341
"4811088"	"Mus musculus: Pre-NOTCH Expression and Processing"	3	16	0.0231258875876835	0.0573501442254341
"4810280"	"Mus musculus: Regulation of APC/C activators between G1/S and early anaphase"	7	79	0.0231346481889593	0.0573501442254341
"4810202"	"Mus musculus: Post NMDA receptor activation events"	4	30	0.0245686068124661	0.0607629180140478
"4810138"	"Mus musculus: Gastrin-CREB signalling pathway via PKC and MAPK"	12	180	0.025470192059159	0.062846218080855
"4811051"	"Mus musculus: Chondroitin sulfate/dermatan sulfate metabolism"	5	46	0.0256218220108629	0.0630736732100359
"4810109"	"Mus musculus: Transport of the SLBP Dependant Mature mRNA"	2	6	0.0264560324315153	0.0644768052835221
"4810456"	"Mus musculus: Transport and synthesis of PAPS"	2	6	0.0264560324315153	0.0644768052835221
"4810507"	"Mus musculus: Klotho-mediated ligand binding"	2	6	0.0264560324315153	0.0644768052835221
"4810311"	"Mus musculus: Cytosolic sulfonation of small molecules"	3	17	0.0265564221573036	0.0644768052835221
"4810600"	"Mus musculus: Energy dependent regulation of mTOR by LKB1-AMPK"	3	17	0.0265564221573036	0.0644768052835221
"4810704"	"Mus musculus: Interaction between L1 and Ankyrins"	3	17	0.0265564221573036	0.0644768052835221
"4809884"	"Mus musculus: Neurotransmitter Release Cycle"	4	31	0.02703772645477	0.0653463047118701
"4810619"	"Mus musculus: Regulatory RNA pathways"	4	31	0.02703772645477	0.0653463047118701
"4810447"	"Mus musculus: APC/C:Cdc20 mediated degradation of Securin"	6	64	0.0274335309924978	0.0661522190523639
"4809824"	"Mus musculus: G1/S Transition"	8	102	0.02878973299011	0.0688028976128935
"4810159"	"Mus musculus: TRIF-mediated TLR3/TLR4 signaling "	7	83	0.0287921645053013	0.0688028976128935
"4810160"	"Mus musculus: MyD88-independent cascade "	7	83	0.0287921645053013	0.0688028976128935
"4810161"	"Mus musculus: Toll Like Receptor 3 (TLR3) Cascade"	7	83	0.0287921645053013	0.0688028976128935
"4810356"	"Mus musculus: Class B/2 (Secretin family receptors)"	6	65	0.029162542970302	0.0695313664977313
"4810096"	"Mus musculus: mRNA Capping"	4	32	0.0296497677765511	0.0701446351978904
"4810121"	"Mus musculus: Transport of vitamins, nucleosides, and related molecules"	4	32	0.0296497677765511	0.0701446351978904
"4810973"	"Mus musculus: Kinesins"	4	32	0.0296497677765511	0.0701446351978904
"4810913"	"Mus musculus: Heparan sulfate/heparin (HS-GAG) metabolism"	5	48	0.0296842047161666	0.0701446351978904
"4809886"	"Mus musculus: Metabolism of polyamines"	3	18	0.0302431011713593	0.07090534883704
"4810443"	"Mus musculus: Phosphorylation of the APC/C"	3	18	0.0302431011713593	0.07090534883704
"4810849"	"Mus musculus: Cell-extracellular matrix interactions"	3	18	0.0302431011713593	0.07090534883704
"4810281"	"Mus musculus: APC/C-mediated degradation of cell cycle proteins"	7	84	0.0303402717926637	0.07090534883704
"4810282"	"Mus musculus: Regulation of mitotic cell cycle"	7	84	0.0303402717926637	0.07090534883704
"4810673"	"Mus musculus: Regulation of ornithine decarboxylase (ODC)"	5	49	0.0318587965319607	0.0742905123525502
"4809856"	"Mus musculus: Glucose metabolism"	7	85	0.031943340334834	0.0743243072264448
"4809866"	"Mus musculus: Pentose phosphate pathway (hexose monophosphate shunt)"	2	7	0.0332834959032268	0.0762716828365521
"4809925"	"Mus musculus: Creatine metabolism"	2	7	0.0332834959032268	0.0762716828365521
"4810227"	"Mus musculus: Activation of caspases through apoptosome-mediated cleavage"	2	7	0.0332834959032268	0.0762716828365521
"4810228"	"Mus musculus: Cytochrome c-mediated apoptotic response"	2	7	0.0332834959032268	0.0762716828365521
"4810590"	"Mus musculus: Vitamin C (ascorbate) metabolism"	2	7	0.0332834959032268	0.0762716828365521
"4810593"	"Mus musculus: AKT phosphorylates targets in the nucleus"	2	7	0.0332834959032268	0.0762716828365521
"4810860"	"Mus musculus: Zinc efflux and compartmentalization by the SLC30 family"	2	7	0.0332834959032268	0.0762716828365521
"4809829"	"Mus musculus: CDK-mediated phosphorylation and removal of Cdc6"	5	50	0.0341303563241562	0.0773335421013997
"4810046"	"Mus musculus: mRNA Splicing - Minor Pathway"	5	50	0.0341303563241562	0.0773335421013997
"4809929"	"Mus musculus: Synthesis and interconversion of nucleotide di- and triphosphates"	3	19	0.0341841953304019	0.0773335421013997
"4810039"	"Mus musculus: SHC-related events triggered by IGF1R"	3	19	0.0341841953304019	0.0773335421013997
"4810125"	"Mus musculus: Frs2-mediated activation"	3	19	0.0341841953304019	0.0773335421013997
"4810396"	"Mus musculus: IKK complex recruitment mediated by RIP1"	3	19	0.0341841953304019	0.0773335421013997
"4810706"	"Mus musculus: Semaphorin interactions"	6	68	0.0347730946119355	0.0784984114537523
"4810602"	"Mus musculus: Apoptotic cleavage of cellular proteins"	4	34	0.0353067087888181	0.0795337962312867
"4810152"	"Mus musculus: Activated TLR4 signalling"	7	88	0.0370889187963883	0.0833714890740846
"4810022"	"Mus musculus: FCERI mediated Ca+2 mobilization"	4	35	0.0383529551042448	0.0857225391013208
"4810711"	"Mus musculus: NCAM1 interactions"	4	35	0.0383529551042448	0.0857225391013208
"4810779"	"Mus musculus: G alpha (z) signalling events"	3	20	0.0383771970529005	0.0857225391013208
"4810442"	"Mus musculus: Cdc20:Phospho-APC/C mediated degradation of Cyclin A"	6	70	0.0388743074522298	0.0866505046361676
"4810662"	"Mus musculus: Autodegradation of the E3 ubiquitin ligase COP1"	5	52	0.0389677648985198	0.086676726535282
"4809889"	"Mus musculus: Lysine catabolism"	2	8	0.0407123727050728	0.0896178992532827
"4809930"	"Mus musculus: Ethanol oxidation"	2	8	0.0407123727050728	0.0896178992532827
"4810237"	"Mus musculus: BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members"	2	8	0.0407123727050728	0.0896178992532827
"4810555"	"Mus musculus: VEGF binds to VEGFR leading to receptor dimerization"	2	8	0.0407123727050728	0.0896178992532827
"4811056"	"Mus musculus: Degradation of cysteine and homocysteine"	2	8	0.0407123727050728	0.0896178992532827
"4810446"	"Mus musculus: APC/C:Cdc20 mediated degradation of mitotic proteins"	6	71	0.0410352209740869	0.0900596811233346
"4809970"	"Mus musculus: DNA Repair"	8	110	0.041082832859278	0.0900596811233346
"4809839"	"Mus musculus: Stabilization of p53"	5	53	0.0415350073499873	0.0903259540579382
"4810131"	"Mus musculus: FRS2-mediated cascade"	4	36	0.0415448308956398	0.0903259540579382
"4811003"	"Mus musculus: Voltage gated Potassium channels"	4	36	0.0415448308956398	0.0903259540579382
"508751"	"Mus musculus: Circadian Clock"	4	36	0.0415448308956398	0.0903259540579382
"4810541"	"Mus musculus: p75 NTR receptor-mediated signalling"	7	91	0.0427514613524364	0.0917794870118085
"4810680"	"Mus musculus: Transport of inorganic cations/anions and amino acids/oligopeptides"	7	91	0.0427514613524364	0.0917794870118085
"4810498"	"Mus musculus: FGFR ligand binding and activation"	3	21	0.0428188935634733	0.0917794870118085
"4810701"	"Mus musculus: Nephrin interactions"	3	21	0.0428188935634733	0.0917794870118085
"4810980"	"Mus musculus: Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha"	3	21	0.0428188935634733	0.0917794870118085
"4811061"	"Mus musculus: HS-GAG degradation"	3	21	0.0428188935634733	0.0917794870118085
"4811091"	"Mus musculus: Regulation of innate immune responses to cytosolic DNA"	3	21	0.0428188935634733	0.0917794870118085
"4810491"	"Mus musculus: Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	7	92	0.0447562766451478	0.0952403320849019
"4810170"	"Mus musculus: Signal transduction by L1"	4	37	0.0448823431125834	0.0952403320849019
"4810220"	"Mus musculus: Formation of the Early Elongation Complex"	4	37	0.0448823431125834	0.0952403320849019
"4811136"	"Mus musculus: Constitutive Signaling by NOTCH1 PEST Domain Mutants"	4	37	0.0448823431125834	0.0952403320849019
"4811137"	"Mus musculus: Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants"	4	37	0.0448823431125834	0.0952403320849019
"4810694"	"Mus musculus: Peptide ligand-binding receptors"	11	176	0.0455650433557559	0.096496029941032
"4810153"	"Mus musculus: Toll Like Receptor 4 (TLR4) Cascade"	7	93	0.0468204835006505	0.0989572370402194
"4809873"	"Mus musculus: Pyruvate metabolism"	3	22	0.0475054353653624	0.0998084493517813
"4810527"	"Mus musculus: Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol"	3	22	0.0475054353653624	0.0998084493517813
"4810780"	"Mus musculus: Nitric oxide stimulates guanylate cyclase"	3	22	0.0475054353653624	0.0998084493517813
"4810725"	"Mus musculus: G alpha (i) signalling events"	12	200	0.0483875660431091	0.100128465447574
"4810071"	"Mus musculus: Import of palmitoyl-CoA into the mitochondrial matrix"	2	9	0.0486958418199323	0.100128465447574
"4810110"	"Mus musculus: Transport of Mature mRNAs Derived from Intronless Transcripts"	2	9	0.0486958418199323	0.100128465447574
"4810229"	"Mus musculus: Apoptotic factor-mediated response"	2	9	0.0486958418199323	0.100128465447574
"4810254"	"Mus musculus: Elevation of cytosolic Ca2+ levels"	2	9	0.0486958418199323	0.100128465447574
