"external_gene_id"	"description"
"Myh3"	"myosin, heavy polypeptide 3, skeletal muscle, embryonic [Source:MGI Symbol;Acc:MGI:1339709]"
"Pnmal2"	"PNMA-like 2 [Source:MGI Symbol;Acc:MGI:3645856]"
"Gm9705"	"predicted gene 9705 [Source:MGI Symbol;Acc:MGI:3780112]"
"Cyp4f17"	"cytochrome P450, family 4, subfamily f, polypeptide 17 [Source:MGI Symbol;Acc:MGI:3646233]"
"Azin1"	"antizyme inhibitor 1 [Source:MGI Symbol;Acc:MGI:1859169]"
"Col6a6"	"collagen, type VI, alpha 6 [Source:MGI Symbol;Acc:MGI:2444259]"
"Brwd1"	"bromodomain and WD repeat domain containing 1 [Source:MGI Symbol;Acc:MGI:1890651]"
"Rai2"	"retinoic acid induced 2 [Source:MGI Symbol;Acc:MGI:1344378]"
"Bach2"	"BTB and CNC homology 2 [Source:MGI Symbol;Acc:MGI:894679]"
"Phf21a"	"PHD finger protein 21A [Source:MGI Symbol;Acc:MGI:2384756]"
"Tomm40"	"translocase of outer mitochondrial membrane 40 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1858259]"
"Cntn4"	"contactin 4 [Source:MGI Symbol;Acc:MGI:1095737]"
"Atp7a"	"ATPase, Cu++ transporting, alpha polypeptide [Source:MGI Symbol;Acc:MGI:99400]"
"Fam71a"	"family with sequence similarity 71, member A [Source:MGI Symbol;Acc:MGI:3588202]"
"Apoc1"	"apolipoprotein C-I [Source:MGI Symbol;Acc:MGI:88053]"
"Cdca2"	"cell division cycle associated 2 [Source:MGI Symbol;Acc:MGI:1919787]"
"Lnp"	"limb and neural patterns [Source:MGI Symbol;Acc:MGI:1918115]"
"Gigyf2"	"GRB10 interacting GYF protein 2 [Source:MGI Symbol;Acc:MGI:2138584]"
"Dcx"	"doublecortin [Source:MGI Symbol;Acc:MGI:1277171]"
"Abhd14a"	"abhydrolase domain containing 14A [Source:MGI Symbol;Acc:MGI:1915894]"
"Dmtf1"	"cyclin D binding myb-like transcription factor 1 [Source:MGI Symbol;Acc:MGI:1344415]"
"Canx"	"calnexin [Source:MGI Symbol;Acc:MGI:88261]"
"Ebf4"	"early B cell factor 4 [Source:MGI Symbol;Acc:MGI:2385972]"
"Ank1"	"ankyrin 1, erythroid [Source:MGI Symbol;Acc:MGI:88024]"
"Nfya"	"nuclear transcription factor-Y alpha [Source:MGI Symbol;Acc:MGI:97316]"
"Crem"	"cAMP responsive element modulator [Source:MGI Symbol;Acc:MGI:88495]"
"Serpinh1"	"serine (or cysteine) peptidase inhibitor, clade H, member 1 [Source:MGI Symbol;Acc:MGI:88283]"
"Cdkn1a"	"cyclin-dependent kinase inhibitor 1A (P21) [Source:MGI Symbol;Acc:MGI:104556]"
"Zfp322a"	"zinc finger protein 322A [Source:MGI Symbol;Acc:MGI:2442566]"
"Atg16l2"	"autophagy related 16-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1920933]"
"Igf1"	"insulin-like growth factor 1 [Source:MGI Symbol;Acc:MGI:96432]"
"Lrrfip1"	"leucine rich repeat (in FLII) interacting protein 1 [Source:MGI Symbol;Acc:MGI:1342770]"
"Cyth1"	"cytohesin 1 [Source:MGI Symbol;Acc:MGI:1334257]"
"Tnni1"	"troponin I, skeletal, slow 1 [Source:MGI Symbol;Acc:MGI:105073]"
"C030039L03Rik"	"RIKEN cDNA C030039L03 gene [Source:MGI Symbol;Acc:MGI:2148237]"
"Slc8a1"	"solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:MGI Symbol;Acc:MGI:107956]"
"Gria4"	"glutamate receptor, ionotropic, AMPA4 (alpha 4) [Source:MGI Symbol;Acc:MGI:95811]"
"Mitf"	"microphthalmia-associated transcription factor [Source:MGI Symbol;Acc:MGI:104554]"
"Ncam2"	"neural cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:97282]"
"Myl1"	"myosin, light polypeptide 1 [Source:MGI Symbol;Acc:MGI:97269]"
"Ebf3"	"early B cell factor 3 [Source:MGI Symbol;Acc:MGI:894289]"
"Sema4f"	"sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain [Source:MGI Symbol;Acc:MGI:1340055]"
"Col2a1"	"collagen, type II, alpha 1 [Source:MGI Symbol;Acc:MGI:88452]"
"Adamtsl5"	"ADAMTS-like 5 [Source:MGI Symbol;Acc:MGI:1913798]"
"Syt3"	"synaptotagmin III [Source:MGI Symbol;Acc:MGI:99665]"
"Fam189a2"	"family with sequence similarity 189, member A2 [Source:MGI Symbol;Acc:MGI:2685813]"
"Chrdl1"	"chordin-like 1 [Source:MGI Symbol;Acc:MGI:1933172]"
"D14Abb1e"	"DNA segment, Chr 14, Abbott 1 expressed [Source:MGI Symbol;Acc:MGI:1921694]"
"Fancf"	"Fanconi anemia, complementation group F [Source:MGI Symbol;Acc:MGI:3689889]"
"Galnt9"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9 [Source:MGI Symbol;Acc:MGI:2677965]"
"Rhbdd1"	"rhomboid domain containing 1 [Source:MGI Symbol;Acc:MGI:1924117]"
"Kit"	"kit oncogene [Source:MGI Symbol;Acc:MGI:96677]"
"Igf2"	"insulin-like growth factor 2 [Source:MGI Symbol;Acc:MGI:96434]"
"Kansl1l"	"KAT8 regulatory NSL complex subunit 1-like [Source:MGI Symbol;Acc:MGI:1915941]"
"Corin"	"corin [Source:MGI Symbol;Acc:MGI:1349451]"
"Klhl25"	"kelch-like 25 [Source:MGI Symbol;Acc:MGI:2668031]"
"Epha7"	"Eph receptor A7 [Source:MGI Symbol;Acc:MGI:95276]"
"Nab2"	"Ngfi-A binding protein 2 [Source:MGI Symbol;Acc:MGI:107563]"
"Lepr"	"leptin receptor [Source:MGI Symbol;Acc:MGI:104993]"
"Ccnc"	"cyclin C [Source:MGI Symbol;Acc:MGI:1858199]"
"Eif4a2"	"eukaryotic translation initiation factor 4A2 [Source:MGI Symbol;Acc:MGI:106906]"
"Pnp2"	"purine-nucleoside phosphorylase 2 [Source:MGI Symbol;Acc:MGI:3712328]"
"Prnd"	"prion protein dublet [Source:MGI Symbol;Acc:MGI:1346999]"
"Tnnt2"	"troponin T2, cardiac [Source:MGI Symbol;Acc:MGI:104597]"
"Hpca"	"hippocalcin [Source:MGI Symbol;Acc:MGI:1336200]"
"Sema6b"	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B [Source:MGI Symbol;Acc:MGI:1202889]"
"Rpl35a"	"ribosomal protein L35A [Source:MGI Symbol;Acc:MGI:1928894]"
"Plcxd2"	"phosphatidylinositol-specific phospholipase C, X domain containing 2 [Source:MGI Symbol;Acc:MGI:3647874]"
"Klf14"	"Kruppel-like factor 14 [Source:MGI Symbol;Acc:MGI:3577024]"
"Dnaja3"	"DnaJ (Hsp40) homolog, subfamily A, member 3 [Source:MGI Symbol;Acc:MGI:1933786]"
"Slc39a14"	"solute carrier family 39 (zinc transporter), member 14 [Source:MGI Symbol;Acc:MGI:2384851]"
"Cd82"	"CD82 antigen [Source:MGI Symbol;Acc:MGI:104651]"
"Dpp6"	"dipeptidylpeptidase 6 [Source:MGI Symbol;Acc:MGI:94921]"
"Ednrb"	"endothelin receptor type B [Source:MGI Symbol;Acc:MGI:102720]"
"Lsp1"	"lymphocyte specific 1 [Source:MGI Symbol;Acc:MGI:96832]"
"P4ha2"	"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide [Source:MGI Symbol;Acc:MGI:894286]"
"Rtkn"	"rhotekin [Source:MGI Symbol;Acc:MGI:107371]"
"Nr4a2"	"nuclear receptor subfamily 4, group A, member 2 [Source:MGI Symbol;Acc:MGI:1352456]"
"Samhd1"	"SAM domain and HD domain, 1 [Source:MGI Symbol;Acc:MGI:1927468]"
"Mkks"	"McKusick-Kaufman syndrome [Source:MGI Symbol;Acc:MGI:1891836]"
"Pcdh15"	"protocadherin 15 [Source:MGI Symbol;Acc:MGI:1891428]"
"Acss3"	"acyl-CoA synthetase short-chain family member 3 [Source:MGI Symbol;Acc:MGI:2685720]"
"Fam46c"	"family with sequence similarity 46, member C [Source:MGI Symbol;Acc:MGI:1921895]"
"Zfp955b"	"zinc finger protein 955B [Source:MGI Symbol;Acc:MGI:4834573]"
"H2-Q4"	"histocompatibility 2, Q region locus 4 [Source:MGI Symbol;Acc:MGI:95933]"
"Use1"	"unconventional SNARE in the ER 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914273]"
"Ctla2b"	"cytotoxic T lymphocyte-associated protein 2 beta [Source:MGI Symbol;Acc:MGI:88555]"
"Plcb1"	"phospholipase C, beta 1 [Source:MGI Symbol;Acc:MGI:97613]"
"Zfp790"	"zinc finger protein 790 [Source:MGI Symbol;Acc:MGI:1923431]"
"Gse1"	"genetic suppressor element 1 [Source:MGI Symbol;Acc:MGI:1098275]"
"Pianp"	"PILR alpha associated neural protein [Source:MGI Symbol;Acc:MGI:2441908]"
"Thap3"	"THAP domain containing, apoptosis associated protein 3 [Source:MGI Symbol;Acc:MGI:1917126]"
"Lpp"	"LIM domain containing preferred translocation partner in lipoma [Source:MGI Symbol;Acc:MGI:2441849]"
"Pigv"	"phosphatidylinositol glycan anchor biosynthesis, class V [Source:MGI Symbol;Acc:MGI:2442480]"
"Vwa5a"	"von Willebrand factor A domain containing 5A [Source:MGI Symbol;Acc:MGI:1915026]"
"Ndrg2"	"N-myc downstream regulated gene 2 [Source:MGI Symbol;Acc:MGI:1352498]"
"Atg4c"	"autophagy related 4C, cysteine peptidase [Source:MGI Symbol;Acc:MGI:2651854]"
"Nrcam"	"neuron-glia-CAM-related cell adhesion molecule [Source:MGI Symbol;Acc:MGI:104750]"
"Als2cl"	"ALS2 C-terminal like [Source:MGI Symbol;Acc:MGI:2447532]"
"Fam49a"	"family with sequence similarity 49, member A [Source:MGI Symbol;Acc:MGI:1261783]"
"Max"	"Max protein [Source:MGI Symbol;Acc:MGI:96921]"
"Scin"	"scinderin [Source:MGI Symbol;Acc:MGI:1306794]"
"Smoc1"	"SPARC related  modular calcium binding 1 [Source:MGI Symbol;Acc:MGI:1929878]"
"Iigp1"	"interferon inducible GTPase 1 [Source:MGI Symbol;Acc:MGI:1926259]"
"Ephb6"	"Eph receptor B6 [Source:MGI Symbol;Acc:MGI:1096338]"
"Ezh2"	"enhancer of zeste homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:107940]"
"Smtn"	"smoothelin [Source:MGI Symbol;Acc:MGI:1354727]"
"Lgals9"	"lectin, galactose binding, soluble 9 [Source:MGI Symbol;Acc:MGI:109496]"
"Il1rap"	"interleukin 1 receptor accessory protein [Source:MGI Symbol;Acc:MGI:104975]"
"Gaa"	"glucosidase, alpha, acid [Source:MGI Symbol;Acc:MGI:95609]"
"Per1"	"period circadian clock 1 [Source:MGI Symbol;Acc:MGI:1098283]"
"Polq"	"polymerase (DNA directed), theta [Source:MGI Symbol;Acc:MGI:2155399]"
"Irf1"	"interferon regulatory factor 1 [Source:MGI Symbol;Acc:MGI:96590]"
"Nfkbiz"	"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta [Source:MGI Symbol;Acc:MGI:1931595]"
"Upp1"	"uridine phosphorylase 1 [Source:MGI Symbol;Acc:MGI:1097668]"
"B3gnt5"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:MGI Symbol;Acc:MGI:2137302]"
"Rpl19"	"ribosomal protein L19 [Source:MGI Symbol;Acc:MGI:98020]"
"Mcf2l"	"mcf.2 transforming sequence-like [Source:MGI Symbol;Acc:MGI:103263]"
"Rbp4"	"retinol binding protein 4, plasma [Source:MGI Symbol;Acc:MGI:97879]"
"Wdr35"	"WD repeat domain 35 [Source:MGI Symbol;Acc:MGI:1921932]"
"Cox7a2l"	"cytochrome c oxidase subunit VIIa polypeptide 2-like [Source:MGI Symbol;Acc:MGI:106015]"
"Cacna1c"	"calcium channel, voltage-dependent, L type, alpha 1C subunit [Source:MGI Symbol;Acc:MGI:103013]"
"Dpp4"	"dipeptidylpeptidase 4 [Source:MGI Symbol;Acc:MGI:94919]"
"Cd36"	"CD36 antigen [Source:MGI Symbol;Acc:MGI:107899]"
"Sirt1"	"sirtuin 1 [Source:MGI Symbol;Acc:MGI:2135607]"
"Axin1"	"axin 1 [Source:MGI Symbol;Acc:MGI:1096327]"
"Tmem8c"	"transmembrane protein 8C [Source:MGI Symbol;Acc:MGI:1913389]"
"Heph"	"hephaestin [Source:MGI Symbol;Acc:MGI:1332240]"
"Ppp1r16b"	"protein phosphatase 1, regulatory (inhibitor) subunit 16B [Source:MGI Symbol;Acc:MGI:2151841]"
"Tfap2c"	"transcription factor AP-2, gamma [Source:MGI Symbol;Acc:MGI:106032]"
"Efcc1"	"EF hand and coiled-coil domain containing 1 [Source:MGI Symbol;Acc:MGI:3611451]"
"Pvrl2"	"poliovirus receptor-related 2 [Source:MGI Symbol;Acc:MGI:97822]"
"Gm17296"	"predicted gene, 17296 [Source:MGI Symbol;Acc:MGI:4936930]"
"Exo5"	"exonuclease 5 [Source:MGI Symbol;Acc:MGI:1920422]"
"Tmem9"	"transmembrane protein 9 [Source:MGI Symbol;Acc:MGI:1913491]"
"Fau"	"Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived) [Source:MGI Symbol;Acc:MGI:102547]"
"Fam78b"	"family with sequence similarity 78, member B [Source:MGI Symbol;Acc:MGI:2443050]"
"Serpinb10"	"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10 [Source:MGI Symbol;Acc:MGI:2138648]"
"Svip"	"small VCP/p97-interacting protein [Source:MGI Symbol;Acc:MGI:1922994]"
"Rnf152"	"ring finger protein 152 [Source:MGI Symbol;Acc:MGI:2443787]"
"Fam46a"	"family with sequence similarity 46, member A [Source:MGI Symbol;Acc:MGI:2670964]"
"Gstm4"	"glutathione S-transferase, mu 4 [Source:MGI Symbol;Acc:MGI:95862]"
"Cd300lg"	"CD300 antigen like family member G [Source:MGI Symbol;Acc:MGI:1289168]"
"Pqlc3"	"PQ loop repeat containing [Source:MGI Symbol;Acc:MGI:2444067]"
"Islr2"	"immunoglobulin superfamily containing leucine-rich repeat 2 [Source:MGI Symbol;Acc:MGI:2444277]"
"Cul5"	"cullin 5 [Source:MGI Symbol;Acc:MGI:1922967]"
"Cdkn1c"	"cyclin-dependent kinase inhibitor 1C (P57) [Source:MGI Symbol;Acc:MGI:104564]"
"Myh11"	"myosin, heavy polypeptide 11, smooth muscle [Source:MGI Symbol;Acc:MGI:102643]"
"Myo1b"	"myosin IB [Source:MGI Symbol;Acc:MGI:107752]"
"Sgk1"	"serum/glucocorticoid regulated kinase 1 [Source:MGI Symbol;Acc:MGI:1340062]"
"Gab2"	"growth factor receptor bound protein 2-associated protein 2 [Source:MGI Symbol;Acc:MGI:1333854]"
"Sqrdl"	"sulfide quinone reductase-like (yeast) [Source:MGI Symbol;Acc:MGI:1929899]"
"Fam174b"	"family with sequence similarity 174, member B [Source:MGI Symbol;Acc:MGI:3698178]"
"9330159F19Rik"	"RIKEN cDNA 9330159F19 gene [Source:MGI Symbol;Acc:MGI:3036239]"
"Igsf10"	"immunoglobulin superfamily, member 10 [Source:MGI Symbol;Acc:MGI:1923481]"
"Susd2"	"sushi domain containing 2 [Source:MGI Symbol;Acc:MGI:1918983]"
"Dennd4a"	"DENN/MADD domain containing 4A [Source:MGI Symbol;Acc:MGI:2142979]"
"Fam84b"	"family with sequence similarity 84, member B [Source:MGI Symbol;Acc:MGI:3026924]"
"Megf6"	"multiple EGF-like-domains 6 [Source:MGI Symbol;Acc:MGI:1919351]"
"Haus8"	"4HAUS augmin-like complex, subunit 8 [Source:MGI Symbol;Acc:MGI:1923728]"
"C2cd4a"	"C2 calcium-dependent domain containing 4A [Source:MGI Symbol;Acc:MGI:3645763]"
"1810041L15Rik"	"RIKEN cDNA 1810041L15 gene [Source:MGI Symbol;Acc:MGI:1919551]"
"Col4a5"	"collagen, type IV, alpha 5 [Source:MGI Symbol;Acc:MGI:88456]"
"Begain"	"brain-enriched guanylate kinase-associated [Source:MGI Symbol;Acc:MGI:3044626]"
"Fis1"	"fission 1 (mitochondrial outer membrane) homolog (yeast) [Source:MGI Symbol;Acc:MGI:1913687]"
"Pcgf2"	"polycomb group ring finger 2 [Source:MGI Symbol;Acc:MGI:99161]"
"Hspa5"	"heat shock protein 5 [Source:MGI Symbol;Acc:MGI:95835]"
"Cyp2d22"	"cytochrome P450, family 2, subfamily d, polypeptide 22 [Source:MGI Symbol;Acc:MGI:1929474]"
"Rabggtb"	"RAB geranylgeranyl transferase, b subunit [Source:MGI Symbol;Acc:MGI:99537]"
"Neurl1a"	"neuralized homolog 1A (Drosophila) [Source:MGI Symbol;Acc:MGI:1334263]"
"Plec"	"plectin [Source:MGI Symbol;Acc:MGI:1277961]"
"Ppfibp2"	"PTPRF interacting protein, binding protein 2 (liprin beta 2) [Source:MGI Symbol;Acc:MGI:894649]"
"Prom1"	"prominin 1 [Source:MGI Symbol;Acc:MGI:1100886]"
"Stx11"	"syntaxin 11 [Source:MGI Symbol;Acc:MGI:1921982]"
"Plxdc1"	"plexin domain containing 1 [Source:MGI Symbol;Acc:MGI:1919574]"
"Nhsl2"	"NHS-like 2 [Source:MGI Symbol;Acc:MGI:3645090]"
"Satb1"	"special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084]"
"Wnt7b"	"wingless-related MMTV integration site 7B [Source:MGI Symbol;Acc:MGI:98962]"
"Naaa"	"N-acylethanolamine acid amidase [Source:MGI Symbol;Acc:MGI:1914361]"
"Pnpla2"	"patatin-like phospholipase domain containing 2 [Source:MGI Symbol;Acc:MGI:1914103]"
"Bri3"	"brain protein I3 [Source:MGI Symbol;Acc:MGI:1933174]"
"Tmem192"	"transmembrane protein 192 [Source:MGI Symbol;Acc:MGI:1920317]"
"Spsb3"	"splA/ryanodine receptor domain and SOCS box containing 3 [Source:MGI Symbol;Acc:MGI:1891471]"
"Ppp1r10"	"protein phosphatase 1, regulatory subunit 10 [Source:MGI Symbol;Acc:MGI:1289273]"
"Ripk3"	"receptor-interacting serine-threonine kinase 3 [Source:MGI Symbol;Acc:MGI:2154952]"
"Nfatc1"	"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]"
"Mcrs1"	"microspherule protein 1 [Source:MGI Symbol;Acc:MGI:1858420]"
"Pwwp2a"	"PWWP domain containing 2A [Source:MGI Symbol;Acc:MGI:1918052]"
"Tpm1"	"tropomyosin 1, alpha [Source:MGI Symbol;Acc:MGI:98809]"
"Mga"	"MAX gene associated [Source:MGI Symbol;Acc:MGI:1352483]"
"Loxl4"	"lysyl oxidase-like 4 [Source:MGI Symbol;Acc:MGI:1914823]"
"Cep55"	"centrosomal protein 55 [Source:MGI Symbol;Acc:MGI:1921357]"
"Atp13a2"	"ATPase type 13A2 [Source:MGI Symbol;Acc:MGI:1922022]"
"Ptpro"	"protein tyrosine phosphatase, receptor type, O [Source:MGI Symbol;Acc:MGI:1097152]"
"Cnot4"	"CCR4-NOT transcription complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1859026]"
"Kcnk13"	"potassium channel, subfamily K, member 13 [Source:MGI Symbol;Acc:MGI:2384976]"
"Ablim3"	"actin binding LIM protein family, member 3 [Source:MGI Symbol;Acc:MGI:2442582]"
"Egfl7"	"EGF-like domain 7 [Source:MGI Symbol;Acc:MGI:2449923]"
"Spats2l"	"spermatogenesis associated, serine-rich 2-like [Source:MGI Symbol;Acc:MGI:1914448]"
"Dnajc6"	"DnaJ (Hsp40) homolog, subfamily C, member 6 [Source:MGI Symbol;Acc:MGI:1919935]"
"Irf2bp2"	"interferon regulatory factor 2 binding protein 2 [Source:MGI Symbol;Acc:MGI:2443921]"
"Maf1"	"MAF1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916127]"
"Dnaja1"	"DnaJ (Hsp40) homolog, subfamily A, member 1 [Source:MGI Symbol;Acc:MGI:1270129]"
"Scg3"	"secretogranin III [Source:MGI Symbol;Acc:MGI:103032]"
"Tpbg"	"trophoblast glycoprotein [Source:MGI Symbol;Acc:MGI:1341264]"
"Thsd7a"	"thrombospondin, type I, domain containing 7A [Source:MGI Symbol;Acc:MGI:2685683]"
"Bend4"	"BEN domain containing 4 [Source:MGI Symbol;Acc:MGI:3648414]"
"Ckap5"	"cytoskeleton associated protein 5 [Source:MGI Symbol;Acc:MGI:1923036]"
"Spopl"	"speckle-type POZ protein-like [Source:MGI Symbol;Acc:MGI:1924107]"
"Dmkn"	"dermokine [Source:MGI Symbol;Acc:MGI:1920962]"
"Myh15"	"myosin, heavy chain 15 [Source:MGI Symbol;Acc:MGI:3643515]"
"Zfml"	"zinc finger, matrin-like [Source:MGI Symbol;Acc:MGI:1203484]"
"F13a1"	"coagulation factor XIII, A1 subunit [Source:MGI Symbol;Acc:MGI:1921395]"
"Spock1"	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1 [Source:MGI Symbol;Acc:MGI:105371]"
"Rasgrp3"	"RAS, guanyl releasing protein 3 [Source:MGI Symbol;Acc:MGI:3028579]"
"Dynlt1f"	"dynein light chain Tctex-type 1F [Source:MGI Symbol;Acc:MGI:3780996]"
"Klhl33"	"kelch-like 33 [Source:MGI Symbol;Acc:MGI:3644593]"
"Gemin5"	"gem (nuclear organelle) associated protein 5 [Source:MGI Symbol;Acc:MGI:2449311]"
"Slfn8"	"schlafen 8 [Source:MGI Symbol;Acc:MGI:2672859]"
"Ankrd50"	"ankyrin repeat domain 50 [Source:MGI Symbol;Acc:MGI:2139777]"
"Nrg2"	"neuregulin 2 [Source:MGI Symbol;Acc:MGI:1098246]"
"Ppp1r3e"	"protein phosphatase 1, regulatory (inhibitor) subunit 3E [Source:MGI Symbol;Acc:MGI:2145790]"
"Col6a5"	"collagen, type VI, alpha 5 [Source:MGI Symbol;Acc:MGI:3648134]"
"Sipa1l1"	"signal-induced proliferation-associated 1 like 1 [Source:MGI Symbol;Acc:MGI:2443679]"
"Ephb1"	"Eph receptor B1 [Source:MGI Symbol;Acc:MGI:1096337]"
"Fbxo30"	"F-box protein 30 [Source:MGI Symbol;Acc:MGI:1919115]"
"Cdk19"	"cyclin-dependent kinase 19 [Source:MGI Symbol;Acc:MGI:1925584]"
"Scara5"	"scavenger receptor class A, member 5 (putative) [Source:MGI Symbol;Acc:MGI:1918395]"
"Ramp1"	"receptor (calcitonin) activity modifying protein 1 [Source:MGI Symbol;Acc:MGI:1858418]"
"Ncmap"	"noncompact myelin associated protein [Source:MGI Symbol;Acc:MGI:2444888]"
"Ffar2"	"free fatty acid receptor 2 [Source:MGI Symbol;Acc:MGI:2441731]"
"Gtse1"	"G two S phase expressed protein 1 [Source:MGI Symbol;Acc:MGI:1352755]"
"Tmcc3"	"transmembrane and coiled coil domains 3 [Source:MGI Symbol;Acc:MGI:2442900]"
"Mef2c"	"myocyte enhancer factor 2C [Source:MGI Symbol;Acc:MGI:99458]"
"Trim36"	"tripartite motif-containing 36 [Source:MGI Symbol;Acc:MGI:106264]"
"Ncald"	"neurocalcin delta [Source:MGI Symbol;Acc:MGI:1196326]"
"Wibg"	"within bgcn homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1925678]"
"Hnrnpc"	"heterogeneous nuclear ribonucleoprotein C [Source:MGI Symbol;Acc:MGI:107795]"
"Ahcyl2"	"S-adenosylhomocysteine hydrolase-like 2 [Source:MGI Symbol;Acc:MGI:1921590]"
"Senp8"	"SUMO/sentrin specific peptidase 8 [Source:MGI Symbol;Acc:MGI:1918849]"
"Dis3l2"	"DIS3 mitotic control homolog (S. cerevisiae)-like 2 [Source:MGI Symbol;Acc:MGI:2442555]"
"Arid5a"	"AT rich interactive domain 5A (MRF1-like) [Source:MGI Symbol;Acc:MGI:2443039]"
"Sphk1"	"sphingosine kinase 1 [Source:MGI Symbol;Acc:MGI:1316649]"
"Map1a"	"microtubule-associated protein 1 A [Source:MGI Symbol;Acc:MGI:1306776]"
"Cacna2d2"	"calcium channel, voltage-dependent, alpha 2/delta subunit 2 [Source:MGI Symbol;Acc:MGI:1929813]"
"Rara"	"retinoic acid receptor, alpha [Source:MGI Symbol;Acc:MGI:97856]"
"Cpeb2"	"cytoplasmic polyadenylation element binding protein 2 [Source:MGI Symbol;Acc:MGI:2442640]"
"Gm7325"	"predicted gene 7325 [Source:MGI Symbol;Acc:MGI:3649059]"
"Zfp442"	"zinc finger protein 442 [Source:MGI Symbol;Acc:MGI:3651999]"
"Slc25a22"	"solute carrier family 25 (mitochondrial carrier, glutamate), member 22 [Source:MGI Symbol;Acc:MGI:1915517]"
"Arpp21"	"cyclic AMP-regulated phosphoprotein, 21 [Source:MGI Symbol;Acc:MGI:107562]"
"Ect2"	"ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281]"
"Tnfaip8"	"tumor necrosis factor, alpha-induced protein 8 [Source:MGI Symbol;Acc:MGI:2147191]"
"Ahi1"	"Abelson helper integration site 1 [Source:MGI Symbol;Acc:MGI:87971]"
"Rapgef3"	"Rap guanine nucleotide exchange factor (GEF) 3 [Source:MGI Symbol;Acc:MGI:2441741]"
"Smox"	"spermine oxidase [Source:MGI Symbol;Acc:MGI:2445356]"
"Sgol2"	"shugoshin-like 2 (S. pombe) [Source:MGI Symbol;Acc:MGI:1098767]"
"Mfap3l"	"microfibrillar-associated protein 3-like [Source:MGI Symbol;Acc:MGI:1918556]"
"Gpm6b"	"glycoprotein m6b [Source:MGI Symbol;Acc:MGI:107672]"
"Tfdp2"	"transcription factor Dp 2 [Source:MGI Symbol;Acc:MGI:107167]"
"Snx7"	"sorting nexin 7 [Source:MGI Symbol;Acc:MGI:1923811]"
"Nup35"	"nucleoporin 35 [Source:MGI Symbol;Acc:MGI:1916732]"
"Magt1"	"magnesium transporter 1 [Source:MGI Symbol;Acc:MGI:1914325]"
"Ddc"	"dopa decarboxylase [Source:MGI Symbol;Acc:MGI:94876]"
"Dmpk"	"dystrophia myotonica-protein kinase [Source:MGI Symbol;Acc:MGI:94906]"
"Dlk1"	"delta-like 1 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:94900]"
"Lins"	"lines homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1919885]"
"Mical2"	"microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:MGI Symbol;Acc:MGI:2444947]"
"Ndrg4"	"N-myc downstream regulated gene 4 [Source:MGI Symbol;Acc:MGI:2384590]"
"Nuak2"	"NUAK family, SNF1-like kinase, 2 [Source:MGI Symbol;Acc:MGI:1921387]"
"Pak3"	"p21 protein (Cdc42/Rac)-activated kinase 3 [Source:MGI Symbol;Acc:MGI:1339656]"
"Phc2"	"polyhomeotic-like 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1860454]"
"Gm6537"	"predicted gene 6537 [Source:MGI Symbol;Acc:MGI:3645242]"
"Islr"	"immunoglobulin superfamily containing leucine-rich repeat [Source:MGI Symbol;Acc:MGI:1349645]"
"Srsf7"	"serine/arginine-rich splicing factor 7 [Source:MGI Symbol;Acc:MGI:1926232]"
"Epg5"	"ectopic P-granules autophagy protein 5 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1918673]"
"Nuggc"	"nuclear GTPase, germinal center associated [Source:MGI Symbol;Acc:MGI:2685446]"
"Tmem95"	"transmembrane protein 95 [Source:MGI Symbol;Acc:MGI:3779488]"
"H2-Q7"	"histocompatibility 2, Q region locus 7 [Source:MGI Symbol;Acc:MGI:95936]"
