"PathwayID"	"Pathway"	"N.Selected"	"N.In.Category"	"p.value"	"p.adj"
"4810483"	"Mus musculus: Senescence-Associated Secretory Phenotype (SASP)"	10	80	0.000127885893154796	0.000499824944959582
"4811086"	"Mus musculus: A tetrasaccharide linker sequence is required for GAG synthesis"	6	25	0.00013527132431291	0.000524510550003813
"4811158"	"Mus musculus: Syndecan interactions"	6	25	0.00013527132431291	0.000524510550003813
"4810888"	"Mus musculus: Activation of Kainate Receptors upon glutamate binding"	5	15	0.00013766401055774	0.000531686591957257
"4810225"	"Mus musculus: E2F mediated regulation of DNA replication"	6	26	0.000162804223696288	0.000623870872836167
"4810526"	"Mus musculus: Synthesis of bile acids and bile salts"	6	26	0.000162804223696288	0.000623870872836167
"4810159"	"Mus musculus: TRIF-mediated TLR3/TLR4 signaling "	10	83	0.000168294741584884	0.000637440700752011
"4810160"	"Mus musculus: MyD88-independent cascade "	10	83	0.000168294741584884	0.000637440700752011
"4810161"	"Mus musculus: Toll Like Receptor 3 (TLR3) Cascade"	10	83	0.000168294741584884	0.000637440700752011
"4809892"	"Mus musculus: Mitochondrial Fatty Acid Beta-Oxidation"	5	16	0.000176784874525835	0.000667022930422478
"4810686"	"Mus musculus: Platelet Aggregation (Plug Formation)"	7	39	0.000184376817197605	0.000693002519811688
"4809822"	"Mus musculus: S Phase"	12	120	0.00019690488689063	0.000732736197282019
"4809930"	"Mus musculus: Ethanol oxidation"	4	8	0.000197188946057547	0.000732736197282019
"4810983"	"Mus musculus: Regulation of Gene Expression by Hypoxia-inducible Factor"	4	8	0.000197188946057547	0.000732736197282019
"4811092"	"Mus musculus: Chondroitin sulfate biosynthesis"	5	17	0.000223846692870784	0.0008286551158726
"4809994"	"Mus musculus: PLC beta mediated events"	7	41	0.000242344863342794	0.000890413149585323
"4810609"	"Mus musculus: Downstream TCR signaling"	7	41	0.000242344863342794	0.000890413149585323
"4810152"	"Mus musculus: Activated TLR4 signalling"	10	88	0.00025935861849874	0.00094936867443009
"4809995"	"Mus musculus: G-protein mediated events"	7	42	0.000276377799474746	0.000991136666275849
"4809854"	"Mus musculus: G2/M DNA damage checkpoint"	4	9	0.00027890914081424	0.000991136666275849
"4810099"	"Mus musculus: mitochondrial fatty acid beta-oxidation of saturated fatty acids"	4	9	0.00027890914081424	0.000991136666275849
"4810697"	"Mus musculus: Role of DCC in regulating apoptosis"	4	9	0.00027890914081424	0.000991136666275849
"4810908"	"Mus musculus: Highly calcium permeable nicotinic acetylcholine receptors"	4	9	0.00027890914081424	0.000991136666275849
"4810990"	"Mus musculus: Uptake of Carbon Dioxide and Release of Oxygen by Erythrocytes"	4	9	0.00027890914081424	0.000991136666275849
"4810991"	"Mus musculus: O2/CO2 exchange in erythrocytes"	4	9	0.00027890914081424	0.000991136666275849
"4810993"	"Mus musculus: Uptake of Oxygen and Release of Carbon Dioxide by Erythrocytes"	4	9	0.00027890914081424	0.000991136666275849
"4810664"	"Mus musculus: Synthesis of PC"	5	18	0.000279862239101336	0.000991136666275849
"4810768"	"Mus musculus: Adrenaline signalling through Alpha-2 adrenergic receptor"	3	3	0.000339461566809783	0.00119359067039569
"4810813"	"Mus musculus: Adenosine P1 receptors"	3	3	0.000339461566809783	0.00119359067039569
"4810153"	"Mus musculus: Toll Like Receptor 4 (TLR4) Cascade"	10	93	0.000388442240581789	0.00136093513575262
"442533"	"Mus musculus: Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes"	7	45	0.000402074523223401	0.00139870605419204
"4810582"	"Mus musculus: Interleukin-3, 5 and GM-CSF signaling"	7	45	0.000402074523223401	0.00139870605419204
"4810628"	"Mus musculus: Tie2 Signaling"	5	20	0.00042306595261183	0.00146136513912748
"4810779"	"Mus musculus: G alpha (z) signalling events"	5	20	0.00042306595261183	0.00146136513912748
"4811051"	"Mus musculus: Chondroitin sulfate/dermatan sulfate metabolism"	7	46	0.000452860515572058	0.00155879356412698
"4810382"	"Mus musculus: Fcgamma receptor (FCGR) dependent phagocytosis"	9	78	0.000470579271577365	0.00161411980915173
"4810330"	"Mus musculus: PKB-mediated events"	6	33	0.000501349463135196	0.00171367185831229
"4809977"	"Mus musculus: Formation of incision complex in GG-NER"	5	21	0.000512530853257049	0.00172781019603149
"4809980"	"Mus musculus: Dual incision reaction in GG-NER"	5	21	0.000512530853257049	0.00172781019603149
"4810017"	"Mus musculus: Smooth Muscle Contraction"	5	21	0.000512530853257049	0.00172781019603149
"4810921"	"Mus musculus: Advanced glycosylation endproduct receptor signaling"	5	21	0.000512530853257049	0.00172781019603149
"4809996"	"Mus musculus: Opioid Signalling"	8	63	0.000541513331882481	0.0018192622553997
"4810913"	"Mus musculus: Heparan sulfate/heparin (HS-GAG) metabolism"	7	48	0.000569737335260636	0.0019075506003095
"4810488"	"Mus musculus: Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes"	3	4	0.000582439635433723	0.00193685858427282
"4810797"	"Mus musculus: Circadian Repression of Expression by REV-ERBA"	3	4	0.000582439635433723	0.00193685858427282
"4809836"	"Mus musculus: Cyclin E associated events during G1/S transition "	8	64	0.000595354952270308	0.00196647544840799
"4810438"	"Mus musculus: Cyclin A:Cdk2-associated events at S phase entry"	8	64	0.000595354952270308	0.00196647544840799
"4810259"	"Mus musculus: Activation of BH3-only proteins"	5	22	0.000615496479140488	0.00202618136253966
"4811068"	"Mus musculus: Trafficking and processing of endosomal TLR"	4	12	0.00066667927950108	0.00218733235180789
"4810004"	"Mus musculus: Phospholipase C-mediated cascade"	7	51	0.000788681646682988	0.00257898898465337
"4809856"	"Mus musculus: Glucose metabolism"	9	85	0.000829396765638604	0.00270311703352648
"4810917"	"Mus musculus: Interferon gamma signaling"	8	68	0.000855577279197374	0.0027792096387173
"4810231"	"Mus musculus: Formation of apoptosome"	3	5	0.000913702510497924	0.00291020182726774
"4810486"	"Mus musculus: NGF-independant TRKA activation"	3	5	0.000913702510497924	0.00291020182726774
"4810636"	"Mus musculus: Vitamins"	3	5	0.000913702510497924	0.00291020182726774
"4810767"	"Mus musculus: Muscarinic acetylcholine receptors"	3	5	0.000913702510497924	0.00291020182726774
"4811095"	"Mus musculus: Crosslinking of collagen fibrils"	3	5	0.000913702510497924	0.00291020182726774
"4811123"	"Mus musculus: Synthesis of 12-eicosatetraenoic acid derivatives"	3	5	0.000913702510497924	0.00291020182726774
"4810156"	"Mus musculus: Toll Like Receptor 2 (TLR2) Cascade"	8	70	0.00101617305665547	0.00321569602767424
"4810157"	"Mus musculus: Toll Like Receptor TLR6:TLR2 Cascade"	8	70	0.00101617305665547	0.00321569602767424
"4810852"	"Mus musculus: Unblocking of NMDA receptor, glutamate binding and activation"	4	14	0.00107498482217855	0.00339086852269182
"4810457"	"Mus musculus: Glycosaminoglycan metabolism"	10	110	0.00128332480008196	0.00388376323709193
"4810458"	"Mus musculus: MPS IX - Natowicz syndrome"	10	110	0.00128332480008196	0.00388376323709193
"4810459"	"Mus musculus: Mucopolysaccharidoses"	10	110	0.00128332480008196	0.00388376323709193
"4810460"	"Mus musculus: MPS IIIB - Sanfilippo syndrome B"	10	110	0.00128332480008196	0.00388376323709193
"4810461"	"Mus musculus: MPS VI - Maroteaux-Lamy syndrome"	10	110	0.00128332480008196	0.00388376323709193
"4810462"	"Mus musculus: MPS IV - Morquio syndrome A"	10	110	0.00128332480008196	0.00388376323709193
"4810463"	"Mus musculus: MPS IIIC - Sanfilippo syndrome C"	10	110	0.00128332480008196	0.00388376323709193
"4810464"	"Mus musculus: MPS VII - Sly syndrome"	10	110	0.00128332480008196	0.00388376323709193
"4810465"	"Mus musculus: MPS II - Hunter syndrome"	10	110	0.00128332480008196	0.00388376323709193
"4810466"	"Mus musculus: MPS I - Hurler syndrome"	10	110	0.00128332480008196	0.00388376323709193
"4810467"	"Mus musculus: MPS IIID - Sanfilippo syndrome D"	10	110	0.00128332480008196	0.00388376323709193
"4810468"	"Mus musculus: MPS IIIA - Sanfilippo syndrome A"	10	110	0.00128332480008196	0.00388376323709193
"4810469"	"Mus musculus: MPS IV - Morquio syndrome B"	10	110	0.00128332480008196	0.00388376323709193
"4810025"	"Mus musculus: Insulin receptor signalling cascade"	9	91	0.00129062876176551	0.00388376323709193
"4810541"	"Mus musculus: p75 NTR receptor-mediated signalling"	9	91	0.00129062876176551	0.00388376323709193
"4810258"	"Mus musculus: Activation of BAD and translocation to mitochondria "	4	15	0.00133350696454219	0.00398274691142906
"4810045"	"Mus musculus: Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex"	3	6	0.00134382184269421	0.00398274691142906
"4810374"	"Mus musculus: Activation of TRKA receptors"	3	6	0.00134382184269421	0.00398274691142906
"4810546"	"Mus musculus: NADE modulates death signalling"	3	6	0.00134382184269421	0.00398274691142906
"4811118"	"Mus musculus: Synthesis of Lipoxins (LX)"	3	6	0.00134382184269421	0.00398274691142906
"4810626"	"Mus musculus: Basigin interactions"	5	27	0.0013775919756095	0.00407053532552085
"4810239"	"Mus musculus: G alpha (12/13) signalling events"	7	57	0.00142270386357645	0.00419120867918469
"4809815"	"Mus musculus: Mitotic M-M/G1 phases"	17	266	0.00145920138197015	0.00428585795123569
"4810485"	"Mus musculus: SCF(Skp2)-mediated degradation of p27/p21"	7	58	0.00155881101336229	0.00456475702718929
"4810249"	"Mus musculus: GPVI-mediated activation cascade"	5	28	0.00158884362777218	0.00463885594894199
"4810931"	"Mus musculus: Meiotic Recombination"	7	59	0.00170483982234165	0.00496275331073341
"4809842"	"Mus musculus: G1/S DNA Damage Checkpoints"	7	60	0.00186127243215239	0.0053524293433786
"4809925"	"Mus musculus: Creatine metabolism"	3	7	0.00188235282718208	0.0053524293433786
"4810119"	"Mus musculus: mitochondrial fatty acid beta-oxidation of unsaturated fatty acids"	3	7	0.00188235282718208	0.0053524293433786
"4810379"	"Mus musculus: Activation of C3 and C5"	3	7	0.00188235282718208	0.0053524293433786
"4810702"	"Mus musculus: Neurofascin interactions"	3	7	0.00188235282718208	0.0053524293433786
"4810717"	"Mus musculus: NrCAM interactions"	3	7	0.00188235282718208	0.0053524293433786
"4810761"	"Mus musculus: Beta-oxidation of very long chain fatty acids"	3	7	0.00188235282718208	0.0053524293433786
"4810978"	"Mus musculus: Regulation of Signaling by NODAL"	3	7	0.00188235282718208	0.0053524293433786
"4810558"	"Mus musculus: Rho GTPase cycle"	10	117	0.00196362109589385	0.00555133226245493
"4810559"	"Mus musculus: Signaling by Rho GTPases"	10	117	0.00196362109589385	0.00555133226245493
"4810788"	"Mus musculus: CRMPs in Sema3A signaling"	4	17	0.00197498130974712	0.00556740420937336
"4810922"	"Mus musculus: Factors involved in megakaryocyte development and platelet production"	11	138	0.00200220571672063	0.00562797652751558
"4811058"	"Mus musculus: Resolution of Sister Chromatid Cohesion"	10	118	0.00208093872611941	0.00580049326039056
"4810794"	"Mus musculus: Inhibition of Insulin Secretion by Adrenaline/Noradrenaline"	5	30	0.0020813186826274	0.00580049326039056
"4811048"	"Mus musculus: Glycosphingolipid metabolism"	5	30	0.0020813186826274	0.00580049326039056
"4811045"	"Mus musculus: Activation of Matrix Metalloproteinases"	6	45	0.00211997699631301	0.00587485150673181
"4811069"	"Mus musculus: Activation of Chaperone Genes by XBP1(S)"	6	45	0.00211997699631301	0.00587485150673181
"4810967"	"Mus musculus: Nuclear signaling by ERBB4"	7	62	0.00220732347728278	0.00609967417243495
"4811153"	"Mus musculus: Regulation of PLK1 Activity at G2/M Transition"	8	80	0.00221575586497396	0.00610577669533554
"4809855"	"Mus musculus: Gluconeogenesis"	6	46	0.00234405123193338	0.00642322418582863
"4810738"	"Mus musculus: Activation of Chaperones by IRE1alpha"	6	46	0.00234405123193338	0.00642322418582863
"4810365"	"Mus musculus: mTOR signalling"	5	31	0.00236539962695475	0.00644571398345168
"4810625"	"Mus musculus: Signaling by Robo receptor"	5	31	0.00236539962695475	0.00644571398345168
"4810435"	"Mus musculus: Classical antibody-mediated complement activation"	3	8	0.00253789068224361	0.00687754353392537
"4810989"	"Mus musculus: Cross-presentation of particulate exogenous antigens (phagosomes)"	3	8	0.00253789068224361	0.00687754353392537
"4810031"	"Mus musculus: IRS-mediated signalling"	8	82	0.00255281838052273	0.00689893892918126
"4811007"	"Mus musculus: Fertilization"	4	19	0.00280291393500771	0.00753331115134948
"4811008"	"Mus musculus: Reproduction"	4	19	0.00280291393500771	0.00753331115134948
"4810028"	"Mus musculus: IRS-related events"	8	85	0.00313207841137927	0.00839499705345099
"4810140"	"Mus musculus: SHC1 events in ERBB4 signaling"	4	20	0.00329431733109591	0.00872675664078778
"4810747"	"Mus musculus: CTLA4 inhibitory signaling"	4	20	0.00329431733109591	0.00872675664078778
"4809878"	"Mus musculus: Urea cycle"	3	9	0.00331812459430565	0.00872675664078778
"4810071"	"Mus musculus: Import of palmitoyl-CoA into the mitochondrial matrix"	3	9	0.00331812459430565	0.00872675664078778
"4810718"	"Mus musculus: Role of Abl in Robo-Slit signaling"	3	9	0.00331812459430565	0.00872675664078778
"4810817"	"Mus musculus: Lysosphingolipid and LPA receptors"	3	9	0.00331812459430565	0.00872675664078778
"4811025"	"Mus musculus: Beta defensins"	3	9	0.00331812459430565	0.00872675664078778
"4810032"	"Mus musculus: IRS-related events triggered by IGF1R"	8	86	0.00334628135516909	0.00877727810005583
"4809978"	"Mus musculus: Global Genomic NER (GG-NER)"	5	34	0.00338632384828999	0.00885862318712661
"4810547"	"Mus musculus: Cell death signalling via NRAGE, NRIF and NADE"	7	68	0.00354797660499376	0.00925682194015659
"4810429"	"Mus musculus: Generic Transcription Pathway"	10	128	0.00359317564616028	0.0093498814559237
"4810977"	"Mus musculus: Signaling by constitutively active EGFR"	4	21	0.00384122235556907	0.00996888658945305
"4810232"	"Mus musculus: Activation and oligomerization of BAK protein"	2	2	0.00398270206390995	0.0102278291222399
"4810233"	"Mus musculus: Activation, translocation and oligomerization of BAX"	2	2	0.00398270206390995	0.0102278291222399
"4810631"	"Mus musculus: Regulation of thyroid hormone activity"	2	2	0.00398270206390995	0.0102278291222399
"4811090"	"Mus musculus: Pre-NOTCH Transcription and Translation"	2	2	0.00398270206390995	0.0102278291222399
"1445146"	"Mus musculus: Translocation of Glut4 to the Plasma Membrane"	7	70	0.00410991915626258	0.0104995590945146
"4811020"	"Mus musculus: Translocation of GLUT4 to the Plasma Membrane"	7	70	0.00410991915626258	0.0104995590945146
"4809850"	"Mus musculus: Activation of ATR in response to replication stress"	5	36	0.00422196445027714	0.0105914419184377
"4811046"	"Mus musculus: Molecules associated with elastic fibres"	5	36	0.00422196445027714	0.0105914419184377
"4810091"	"Mus musculus: Methylation"	3	10	0.00422988923035306	0.0105914419184377
"4810748"	"Mus musculus: CD28 dependent Vav1 pathway"	3	10	0.00422988923035306	0.0105914419184377
"4810805"	"Mus musculus: Reduction of cytosolic Ca++ levels"	3	10	0.00422988923035306	0.0105914419184377
"4810821"	"Mus musculus: Calcitonin-like ligand receptors"	3	10	0.00422988923035306	0.0105914419184377
"4810855"	"Mus musculus: Type I hemidesmosome assembly"	3	10	0.00422988923035306	0.0105914419184377
"4809970"	"Mus musculus: DNA Repair"	9	110	0.00423225813662341	0.0105914419184377
"4810033"	"Mus musculus: IGF1R signaling cascade"	8	90	0.00431880425300442	0.0107531649040542
"4810034"	"Mus musculus: Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"	8	90	0.00431880425300442	0.0107531649040542
"4810035"	"Mus musculus: PI3K Cascade"	7	71	0.0044149363773506	0.0109646900915973
"4810573"	"Mus musculus: CD28 co-stimulation"	4	23	0.00511268986421612	0.0126655271636263
"4810346"	"Mus musculus: Respiratory electron transport"	8	93	0.0051806439650123	0.0128015408807987
"4810495"	"Mus musculus: Heme biosynthesis"	3	11	0.00527921391502216	0.0130123337955697
"4811047"	"Mus musculus: Elastic fibre formation"	5	40	0.00631681181373237	0.0155308079931615
"4810376"	"Mus musculus: Creation of C4 and C2 activators"	3	12	0.00647136956605769	0.0156442461794025
"4810426"	"Mus musculus: Signaling by Activin"	3	12	0.00647136956605769	0.0156442461794025
"4810658"	"Mus musculus: Miscellaneous substrates"	3	12	0.00647136956605769	0.0156442461794025
"4811018"	"Mus musculus: Downregulation of ERBB2:ERBB3 signaling"	3	12	0.00647136956605769	0.0156442461794025
"1368092"	"Mus musculus: Rora Activates Circadian Expression"	2	3	0.00652242271903734	0.0156442461794025
"186666"	"Mus musculus: FOXO1-mediated regulation of Pdx1 expression"	2	3	0.00652242271903734	0.0156442461794025
"4707147"	"Bos taurus: Binding and Uptake of Ligands by Scavenger Receptors"	2	3	0.00652242271903734	0.0156442461794025
"4707149"	"Bos taurus: Scavenging by Class A Receptors"	2	3	0.00652242271903734	0.0156442461794025
"4810333"	"Mus musculus: Synthesis of dolichyl-phosphate mannose"	2	3	0.00652242271903734	0.0156442461794025
"4810723"	"Mus musculus: Dopamine clearance from the synaptic cleft"	2	3	0.00652242271903734	0.0156442461794025
"4809840"	"Mus musculus: p53-Dependent G1 DNA Damage Response"	6	58	0.00662617816904579	0.0157308540187945
"4809841"	"Mus musculus: p53-Dependent G1/S DNA damage checkpoint"	6	58	0.00662617816904579	0.0157308540187945
"4810207"	"Mus musculus: DARPP-32 events"	4	25	0.00663870903545458	0.0157308540187945
"4810454"	"Mus musculus: Sulfur amino acid metabolism"	4	25	0.00663870903545458	0.0157308540187945
"4810707"	"Mus musculus: Sema4D induced cell migration and growth-cone collapse"	4	25	0.00663870903545458	0.0157308540187945
"4810285"	"Mus musculus: M Phase"	14	236	0.00672683993282152	0.0159012770460191
"4810135"	"Mus musculus: Interleukin-2 signaling"	5	41	0.00693693056394473	0.0163584828923793
"4810280"	"Mus musculus: Regulation of APC/C activators between G1/S and early anaphase"	7	79	0.00750683115628133	0.0176599553101007
"4810728"	"Mus musculus: Loss of Nlp from mitotic centrosomes"	6	60	0.00768517002452149	0.0179932023724477
"4810729"	"Mus musculus: Loss of proteins required for interphase microtubule organization from the centrosome"	6	60	0.00768517002452149	0.0179932023724477
"4809968"	"Mus musculus: Purine ribonucleoside monophosphate biosynthesis"	3	13	0.00781091347833998	0.0181575974460937
"4810572"	"Mus musculus: CD28 dependent PI3K/Akt signaling"	3	13	0.00781091347833998	0.0181575974460937
"4810671"	"Mus musculus: ABCA transporters in lipid homeostasis"	3	13	0.00781091347833998	0.0181575974460937
"4810297"	"Mus musculus: Signaling by NOTCH"	7	80	0.00798335173909229	0.0185145816927885
"4810837"	"Mus musculus: Sphingolipid metabolism"	6	61	0.00825801241065614	0.0191063919218247
"4810581"	"Mus musculus: Interleukin receptor SHC signaling"	4	27	0.00843908183404117	0.0193881481948346
"4810981"	"Mus musculus: Regulation of Hypoxia-inducible Factor (HIF) by Oxygen"	4	27	0.00843908183404117	0.0193881481948346
"4810982"	"Mus musculus: Cellular response to hypoxia"	4	27	0.00843908183404117	0.0193881481948346
"4810158"	"Mus musculus: TRAF6 Mediated Induction of proinflammatory cytokines"	6	62	0.00886085874961436	0.0203095851247002
"4809872"	"Mus musculus: Glycolysis"	5	44	0.00905027412204111	0.0206953820832688
"4809919"	"Mus musculus: Extrinsic Pathway for Apoptosis"	3	14	0.00930173204333254	0.0208810048844605
"4810128"	"Mus musculus: GRB2 events in EGFR signaling"	3	14	0.00930173204333254	0.0208810048844605
"4810205"	"Mus musculus: PKA-mediated phosphorylation of CREB"	3	14	0.00930173204333254	0.0208810048844605
"4810651"	"Mus musculus: Activation of DNA fragmentation factor"	3	14	0.00930173204333254	0.0208810048844605
"4810652"	"Mus musculus: Apoptosis induced DNA fragmentation"	3	14	0.00930173204333254	0.0208810048844605
"4810657"	"Mus musculus: Synthesis of Leukotrienes (LT) and Eoxins (EX)"	3	14	0.00930173204333254	0.0208810048844605
"4810804"	"Mus musculus: Nucleotide-like (purinergic) receptors"	3	14	0.00930173204333254	0.0208810048844605
"4811127"	"Mus musculus: Scavenging of Heme from Plasma"	3	14	0.00930173204333254	0.0208810048844605
"4810708"	"Mus musculus: Sema4D in semaphorin signaling"	4	28	0.0094478660995314	0.0209583091834294
"4810764"	"Mus musculus: Striated Muscle Contraction"	4	28	0.0094478660995314	0.0209583091834294
"4810946"	"Mus musculus: ISG15 antiviral mechanism"	4	28	0.0094478660995314	0.0209583091834294
"4810947"	"Mus musculus: Antiviral mechanism by IFN-stimulated genes"	4	28	0.0094478660995314	0.0209583091834294
"4810437"	"Mus musculus: Alternative complement activation"	2	4	0.00961390329515111	0.0209583091834294
"4810535"	"Mus musculus: Pregnenolone biosynthesis"	2	4	0.00961390329515111	0.0209583091834294
"4810632"	"Mus musculus: Thyroxine biosynthesis"	2	4	0.00961390329515111	0.0209583091834294
"4810634"	"Mus musculus: Serotonin and melatonin biosynthesis"	2	4	0.00961390329515111	0.0209583091834294
"4810635"	"Mus musculus: Catecholamine biosynthesis"	2	4	0.00961390329515111	0.0209583091834294
"4810883"	"Mus musculus: Destabilization of mRNA by Butyrate Response Factor 1 (BRF1)"	2	4	0.00961390329515111	0.0209583091834294
"4811172"	"Mus musculus: LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production"	2	4	0.00961390329515111	0.0209583091834294
"4906338"	"Gallus gallus: Axon guidance"	2	4	0.00961390329515111	0.0209583091834294
"4906339"	"Gallus gallus: Developmental Biology"	2	4	0.00961390329515111	0.0209583091834294
"4810281"	"Mus musculus: APC/C-mediated degradation of cell cycle proteins"	7	84	0.0101142481519817	0.0219514987546328
"4810282"	"Mus musculus: Regulation of mitotic cell cycle"	7	84	0.0101142481519817	0.0219514987546328
"4810307"	"Mus musculus: Signaling by NOTCH2"	4	29	0.0105318691990844	0.0227571887319423
"4810685"	"Mus musculus: Integrin alphaIIb beta3 signaling"	4	29	0.0105318691990844	0.0227571887319423
"4810218"	"Mus musculus: Formation of RNA Pol II elongation complex "	5	46	0.0106828652554092	0.0229822167007817
"4810219"	"Mus musculus: RNA Polymerase II Transcription Elongation"	5	46	0.0106828652554092	0.0229822167007817
"4809871"	"Mus musculus: Glycogen breakdown (glycogenolysis)"	3	15	0.0109470814875633	0.0233967035714589
"4810367"	"Mus musculus: mTORC1-mediated signalling"	3	15	0.0109470814875633	0.0233967035714589
"4810561"	"Mus musculus: Beta-catenin phosphorylation cascade"	3	15	0.0109470814875633	0.0233967035714589
"4810890"	"Mus musculus: Growth hormone receptor signaling"	5	47	0.0115699731302471	0.0246742253060269
"4810384"	"Mus musculus: MAPK targets/ Nuclear events mediated by MAP kinases"	4	30	0.0116930591183542	0.0248826268874305
"4810151"	"Mus musculus: MyD88:Mal cascade initiated on plasma membrane"	6	67	0.0123534952878668	0.0260059632562174
"4810155"	"Mus musculus: Toll Like Receptor TLR1:TLR2 Cascade"	6	67	0.0123534952878668	0.0260059632562174
"4810166"	"Mus musculus: MyD88 cascade initiated on plasma membrane"	6	67	0.0123534952878668	0.0260059632562174
"4810167"	"Mus musculus: Toll Like Receptor 10 (TLR10) Cascade"	6	67	0.0123534952878668	0.0260059632562174
"4810168"	"Mus musculus: Toll Like Receptor 5 (TLR5) Cascade"	6	67	0.0123534952878668	0.0260059632562174
"4810055"	"Mus musculus: Homologous recombination repair of replication-independent double-strand breaks"	3	16	0.0127496267106298	0.026611454900272
"4810056"	"Mus musculus: Homologous Recombination Repair"	3	16	0.0127496267106298	0.026611454900272
"4810129"	"Mus musculus: SHC1 events in EGFR signaling"	3	16	0.0127496267106298	0.026611454900272
"4810802"	"Mus musculus: Trafficking of GluR2-containing AMPA receptors"	3	16	0.0127496267106298	0.026611454900272
"4809984"	"Mus musculus: Inactivation, recovery and regulation of the phototransduction cascade"	4	31	0.0129332836907061	0.0268637380385432
"4810740"	"Mus musculus: Regulation of Insulin-like Growth Factor (IGF) Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"	4	31	0.0129332836907061	0.0268637380385432
"4810054"	"Mus musculus: ATM mediated response to DNA double-strand break"	2	5	0.0132264887590381	0.0268637380385432
"4810063"	"Mus musculus: ATM mediated phosphorylation of repair proteins"	2	5	0.0132264887590381	0.0268637380385432
"4810617"	"Mus musculus: NOSTRIN mediated eNOS trafficking"	2	5	0.0132264887590381	0.0268637380385432
"4810668"	"Mus musculus: Synthesis of 5-eicosatetraenoic acids"	2	5	0.0132264887590381	0.0268637380385432
"4810746"	"Mus musculus: Vasopressin-like receptors"	2	5	0.0132264887590381	0.0268637380385432
"4810753"	"Mus musculus: Glyoxylate metabolism"	2	5	0.0132264887590381	0.0268637380385432
"4810798"	"Mus musculus: RORA Activates Circadian Expression"	2	5	0.0132264887590381	0.0268637380385432
"4810914"	"Mus musculus: The NLRP1 inflammasome"	2	5	0.0132264887590381	0.0268637380385432
"4811016"	"Mus musculus: GRB7 events in ERBB2 signaling"	2	5	0.0132264887590381	0.0268637380385432
"4811071"	"Mus musculus: Activation of Chaperone Genes by ATF6-alpha"	2	5	0.0132264887590381	0.0268637380385432
"4811156"	"Mus musculus: Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	2	5	0.0132264887590381	0.0268637380385432
"4810394"	"Mus musculus: Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"	5	49	0.0134916509271276	0.0273456809080831
"4809985"	"Mus musculus: The phototransduction cascade"	4	32	0.014254269198675	0.0286545862375003
"4810121"	"Mus musculus: Transport of vitamins, nucleosides, and related molecules"	4	32	0.014254269198675	0.0286545862375003
"4810174"	"Mus musculus: Formation of transcription-coupled NER (TC-NER) repair complex"	4	32	0.014254269198675	0.0286545862375003
"4810176"	"Mus musculus: Dual incision reaction in TC-NER"	4	32	0.014254269198675	0.0286545862375003
"4810720"	"Mus musculus: Nuclear Receptor transcription pathway"	5	50	0.0145284460436418	0.0290865419771685
"4810996"	"Mus musculus: Mitochondrial Protein Import"	5	50	0.0145284460436418	0.0290865419771685
"4810704"	"Mus musculus: Interaction between L1 and Ankyrins"	3	17	0.0147114783002048	0.0292737529665333
"4810915"	"Mus musculus: Inflammasomes"	3	17	0.0147114783002048	0.0292737529665333
"4810924"	"Mus musculus: Regulation of signaling by CBL"	3	17	0.0147114783002048	0.0292737529665333
"4810964"	"Mus musculus: Amyloids"	7	92	0.0155712091177034	0.0309217735717957
"4809935"	"Mus musculus: Gene Expression"	34	839	0.0157359851809412	0.0311858615404108
"4810162"	"Mus musculus: TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	6	72	0.0167145205859351	0.0330583562395209
"4810295"	"Mus musculus: Activated NOTCH1 Transmits Signal to the Nucleus"	4	34	0.0171448152155628	0.0337330686029543
"4810366"	"Mus musculus: Release of eIF4E"	2	6	0.0173307508418848	0.0337330686029543
"4810402"	"Mus musculus: G2/M DNA replication checkpoint"	2	6	0.0173307508418848	0.0337330686029543
"4810436"	"Mus musculus: Terminal pathway of complement"	2	6	0.0173307508418848	0.0337330686029543
"4811070"	"Mus musculus: Activation of Genes by ATF4"	2	6	0.0173307508418848	0.0337330686029543
"4811119"	"Mus musculus: Synthesis of 15-eicosatetraenoic acid derivatives"	2	6	0.0173307508418848	0.0337330686029543
"4811131"	"Mus musculus: Scavenging by Class B Receptors"	2	6	0.0173307508418848	0.0337330686029543
"4811139"	"Mus musculus: Scavenging by Class F Receptors"	2	6	0.0173307508418848	0.0337330686029543
"4810163"	"Mus musculus: MyD88 dependent cascade initiated on endosome"	6	73	0.0176989963574091	0.0343136668510244
"4810165"	"Mus musculus: Toll Like Receptor 7/8 (TLR7/8) Cascade"	6	73	0.0176989963574091	0.0343136668510244
"4810022"	"Mus musculus: FCERI mediated Ca+2 mobilization"	4	35	0.0187172142289654	0.0362161482418443
